easting;northing;lat;long;elev;time;name
599574.19142621;6754293.09795695;60.9112200234;-139.1639160085;2313.266113;2016-05-09T00:07:22Z;266
599523.103556622;6754363.76892312;60.9118670225;-139.1648210026;2301.949463;2016-05-09T00:18:44Z;267
599547.410110672;6754418.15927774;60.9123489819;-139.1643449944;2297.986572;2016-05-09T00:20:54Z;268
599572.462047306;6754476.92353425;60.912870001;-139.1638529766;2294.734375;2016-05-09T00:24:03Z;269
599593.357196027;6754528.99558283;60.9133320116;-139.1634410061;2293.650635;2016-05-09T00:26:12Z;270
599617.502369249;6754585.16608711;60.9138299804;-139.1629670095;2295.338623;2016-05-09T00:28:19Z;271
599640.758495838;6754640.08821451;60.914316969;-139.1625100281;2297.853271;2016-05-09T00:30:49Z;272
599664.987744716;6754695.14990424;60.9148049634;-139.1620350257;2299.561768;2016-05-09T00:32:40Z;273
599687.938267548;6754749.40063346;60.9152860008;-139.1615839954;2299.076172;2016-05-09T00:34:49Z;274
599711.896436099;6754804.3430124;60.9157729894;-139.1611140221;2296.588623;2016-05-09T00:36:56Z;275
599833.591260388;6754603.70868212;60.9139419626;-139.1589749604;2321.789795;2016-05-09T01:00:31Z;276
599786.290262382;6754568.2862609;60.9136360232;-139.1598650347;2315.200439;2016-05-09T01:03:10Z;277
599752.283889229;6754519.52525465;60.9132070374;-139.1605169792;2310.275635;2016-05-09T01:05:19Z;278
599729.865774377;6754463.61707834;60.9127109963;-139.1609590407;2307.698975;2016-05-09T01:07:30Z;279
599730.492811118;6754406.58085232;60.9121990297;-139.160976978;2308.59668;2016-05-09T01:09:15Z;280
599743.111020383;6754347.53655036;60.9116660245;-139.1607749742;2312.34375;2016-05-09T01:11:15Z;281
599758.679834143;6754289.68665085;60.9111429937;-139.160517985;2317.121094;2016-05-09T01:13:07Z;282
599776.407590291;6754232.23367635;60.9106229804;-139.1602210142;2323.381592;2016-05-09T01:15:29Z;283
599801.472655364;6754182.23525959;60.9101680107;-139.1597849876;2329.532471;2016-05-09T01:17:55Z;284
599858.741937133;6754162.21956646;60.9099739697;-139.1587400157;2334.823242;2016-05-09T01:20:12Z;285
599915.505134608;6754140.97623671;60.9097690322;-139.1577050183;2340.551758;2016-05-09T01:22:23Z;286
599967.332606181;6754112.01020925;60.9094960336;-139.1567649879;2347.038574;2016-05-09T01:24:22Z;287
600019.421560784;6754081.38025062;60.9092080314;-139.1558210179;2353.008057;2016-05-09T01:26:27Z;288
600073.595765029;6754057.82471225;60.9089829773;-139.1548349708;2359.05127;2016-05-09T01:28:34Z;289
600131.856689468;6754046.98591371;60.908870995;-139.1537670325;2365.770508;2016-05-09T01:30:47Z;290
600191.288638908;6754035.28433642;60.9087509662;-139.1526779719;2374.281494;2016-05-09T01:32:56Z;291
600250.650732738;6754039.30246667;60.9087720048;-139.151582038;2380.848877;2016-05-09T01:35:00Z;292
600310.446547882;6754047.45316087;60.9088300075;-139.1504759621;2387.41333;2016-05-09T01:37:26Z;293
600363.394781078;6754071.12291425;60.9090289939;-139.1494879872;2391.231201;2016-05-09T01:39:16Z;294
600413.743354485;6754104.19171594;60.9093129728;-139.1485430114;2395.956299;2016-05-09T01:41:38Z;295
600458.198084913;6754142.33494459;60.9096439742;-139.1477039829;2398.369385;2016-05-09T01:43:29Z;296
600480.384580555;6754198.24147868;60.9101400152;-139.1472660284;2397.026855;2016-05-09T01:45:09Z;297
600500.509963355;6754254.3047474;60.9106379841;-139.1468659602;2395.255127;2016-05-09T01:46:50Z;298
600510.667167924;6754313.32757053;60.9111650381;-139.1466480307;2391.796631;2016-05-09T01:49:09Z;299
600521.252407478;6754372.80156862;60.9116960317;-139.1464219708;2389.242432;2016-05-09T01:50:46Z;300
600505.190297351;6754430.28901994;60.9122159611;-139.1466880124;2385.756836;2016-05-09T01:52:24Z;301
600481.032647032;6754480.54197542;60.9126730263;-139.1471070237;2381.562012;2016-05-09T01:54:07Z;302
600426.887562788;6754507.2025338;60.9129259922;-139.1480909754;2377.202148;2016-05-09T01:55:54Z;303
600374.57435643;6754534.2518931;60.9131819755;-139.1490409803;2372.745117;2016-05-09T01:59:12Z;304
600318.884007311;6754557.87197094;60.9134080354;-139.1500550229;2366.325195;2016-05-09T02:01:16Z;305
600262.278772601;6754579.4494532;60.9136159904;-139.1510870028;2360.894287;2016-05-09T02:04:00Z;306
600205.708721224;6754599.80514763;60.9138129652;-139.1521189827;2357.642334;2016-05-09T02:06:47Z;307
600152.106456924;6754618.80685177;60.9139970317;-139.1530969832;2355.264404;2016-05-09T02:09:23Z;308
600094.949295158;6754636.80315854;60.9141729679;-139.1541410331;2349.323242;2016-05-09T02:11:00Z;309
600036.649547816;6754647.42627995;60.9142830223;-139.1552099772;2343.748779;2016-05-09T02:12:29Z;310
599976.97250574;6754639.28317161;60.9142250195;-139.1563140415;2338.034668;2016-05-09T02:14:01Z;311
599916.885677114;6754628.56081846;60.9141439665;-139.1574269906;2333.023682;2016-05-09T02:15:29Z;312
599859.593028767;6754612.91130457;60.9140179865;-139.1584909894;2327.808838;2016-05-09T02:16:58Z;313
601024.978514352;6753859.51511054;60.9069620166;-139.1374079883;2455.790771;2016-05-09T23:25:23Z;314
600976.433907411;6753894.79917438;60.9072910063;-139.138283981;2448.468262;2016-05-09T23:28:05Z;315
600927.906162701;6753929.52388878;60.9076149669;-139.1391599737;2442.318115;2016-05-09T23:30:01Z;316
600879.093672382;6753964.69885746;60.9079430345;-139.1400409956;2437.567139;2016-05-09T23:32:02Z;317
600830.874661169;6753999.99404536;60.9082720242;-139.1409110371;2433.670654;2016-05-09T23:33:44Z;318
600781.526662007;6754035.03366358;60.9085990023;-139.1418020334;2429.372314;2016-05-09T23:36:00Z;319
600733.080083123;6754070.88411324;60.9089330211;-139.1426760145;2424.854736;2016-05-09T23:38:34Z;320
600678.943681508;6754098.8771167;60.9091979731;-139.1436589602;2419.528809;2016-05-09T23:40:12Z;321
600624.178938918;6754120.17437164;60.9094029944;-139.1446569934;2415.093994;2016-05-09T23:41:54Z;322
600568.420318214;6754142.2196231;60.9096149728;-139.1456729639;2410.650879;2016-05-09T23:43:28Z;323
600513.416619749;6754164.29641053;60.9098270349;-139.1466750205;2406.029541;2016-05-09T23:45:17Z;324
600457.431767033;6754186.673227;60.9100420307;-139.1476950143;2401.783936;2016-05-09T23:46:52Z;325
600401.067246524;6754209.152266;60.9102580324;-139.148721965;2395.497803;2016-05-09T23:48:32Z;326
600346.466696118;6754230.56106155;60.9104639757;-139.1497169808;2389.451904;2016-05-09T23:50:46Z;327
600290.639915667;6754253.0569801;60.9106799774;-139.1507340409;2384.084717;2016-05-09T23:52:27Z;328
600234.740651709;6754274.4401404;60.9108860046;-139.1517530289;2377.235596;2016-05-09T23:54:50Z;329
600178.379020476;6754296.92268793;60.9111020062;-139.1527799796;2371.671875;2016-05-09T23:57:17Z;330
600122.007270201;6754319.62999857;60.9113200195;-139.1538070142;2364.945068;2016-05-09T23:58:57Z;331
600065.447882224;6754341.43617104;60.9115299862;-139.1548379883;2359.230957;2016-05-10T00:00:32Z;332
600010.163800282;6754364.17582299;60.9117479995;-139.1558449902;2353.023438;2016-05-10T00:02:55Z;333
599956.989339069;6754385.19153119;60.9119500034;-139.156814022;2346.412109;2016-05-10T00:04:44Z;334
599898.284162827;6754408.17293613;60.9121710341;-139.1578839719;2338.570557;2016-05-10T00:07:51Z;335
599844.378586431;6754430.16920209;60.9123820066;-139.1588659957;2331.201172;2016-05-10T00:09:34Z;336
599788.982023401;6754453.13321146;60.9126020316;-139.1598750092;2324.343994;2016-05-10T00:11:41Z;337
599731.448475457;6754473.02100472;60.912794983;-139.1609250102;2317.897705;2016-05-10T00:13:35Z;338
599675.227310392;6754496.41195733;60.9130190313;-139.1619490273;2310.946045;2016-05-10T00:15:48Z;339
599619.918865082;6754518.26009539;60.913228998;-139.162957035;2303.621826;2016-05-10T00:17:40Z;340
599565.569368506;6754540.80847142;60.9134449996;-139.1639470216;2297.093994;2016-05-10T00:19:44Z;341
599508.576005153;6754562.94736083;60.9136579838;-139.1649859585;2290.327148;2016-05-10T00:21:45Z;342
599454.980806323;6754583.62231104;60.9138569701;-139.1659630369;2286.161865;2016-05-10T00:23:45Z;343
601332.971514945;6754128.05340761;60.9092930239;-139.1315920372;2454.664551;2016-05-10T21:34:51Z;344
601288.828781014;6754060.25953065;60.9086959809;-139.1324410401;2457.847412;2016-05-10T21:39:11Z;345
601239.829903396;6753993.44888839;60.9081089962;-139.1333789751;2459.010986;2016-05-10T21:41:18Z;346
601193.153148419;6753926.81718613;60.9075230174;-139.1342739947;2458.639893;2016-05-10T21:43:36Z;347
601138.56987151;6753861.40907755;60.9069500305;-139.1353140213;2459.968018;2016-05-10T21:45:45Z;348
601085.174576425;6753798.14672148;60.9063959867;-139.1363309976;2459.889893;2016-05-10T21:47:47Z;349
601030.806143197;6753734.64274757;60.905840015;-139.137365995;2460.960693;2016-05-10T21:49:49Z;350
600972.330469496;6753674.24565986;60.905312961;-139.1384750046;2458.799316;2016-05-10T21:52:15Z;351
600915.343637834;6753607.32519178;60.9047269821;-139.1395599581;2452.535889;2016-05-10T21:54:38Z;352
600864.063698226;6753547.47990163;60.9042030293;-139.1405360308;2452.880859;2016-05-10T21:56:58Z;353
600807.51894723;6753497.39687017;60.9037680086;-139.141603969;2455.320068;2016-05-10T22:00:09Z;354
598806.573121449;6755255.01566571;60.9200439882;-139.1775690392;2172.700928;2016-05-11T00:43:28Z;355
598841.934635129;6755208.64148437;60.9196190257;-139.1769409832;2179.222168;2016-05-11T00:46:24Z;356
598878.847502605;6755160.96572307;60.9191819932;-139.1762850154;2185.335205;2016-05-11T00:48:29Z;357
598916.517921331;6755121.23237095;60.9188160393;-139.1756110266;2192.749756;2016-05-11T00:51:19Z;358
598961.845375791;6755098.86227955;60.9186039772;-139.1747870017;2198.090576;2016-05-11T00:53:11Z;359
599003.615166404;6755083.4272281;60.9184550308;-139.1740250029;2204.700439;2016-05-11T00:54:46Z;360
599057.86922053;6755052.2838432;60.9181619994;-139.1730409674;2209.55835;2016-05-11T00:56:47Z;361
599103.09946308;6755023.68247705;60.91789403;-139.1722219717;2215.634033;2016-05-11T00:59:05Z;362
599162.460495063;6754980.54002678;60.9174920339;-139.1711500101;2223.216553;2016-05-11T01:01:21Z;363
599221.168420703;6754935.5961907;60.9170740284;-139.1700910404;2231.770996;2016-05-11T01:03:29Z;364
599274.554636491;6754887.1606;60.9166260157;-139.1691319831;2240.570557;2016-05-11T01:05:41Z;365
599327.202084905;6754835.92155384;60.9161530249;-139.1681880131;2248.927979;2016-05-11T01:07:59Z;366
599381.575974309;6754783.17159902;60.9156660363;-139.1672130302;2257.816162;2016-05-11T01:10:22Z;367
599435.095922905;6754728.16607472;60.915159015;-139.1662549786;2266.698975;2016-05-11T01:12:41Z;368
599485.256405246;6754672.8430799;60.914649982;-139.165359037;2276.051758;2016-05-11T01:14:56Z;369
599536.234746373;6754619.55192114;60.9141589701;-139.1644470021;2284.558594;2016-05-11T01:17:14Z;370
599333.497738201;6755070.78523912;60.9182589781;-139.1679509729;2242.710938;2016-05-11T16:25:32Z;371
599315.452308417;6755056.35371023;60.9181340039;-139.1682910267;2241.914795;2016-05-11T16:33:10Z;372
599290.773743143;6755042.51222056;60.9180159867;-139.1687530372;2240.319092;2016-05-11T16:35:04Z;373
599260.190715694;6755024.49877509;60.9178620111;-139.1693260241;2239.716797;2016-05-11T16:36:43Z;374
599234.250941944;6755007.2784608;60.9177139867;-139.1698130127;2239.818604;2016-05-11T16:38:20Z;375
599209.198943883;6754991.31611465;60.9175770264;-139.170282986;2238.105225;2016-05-11T16:39:55Z;376
599184.718715151;6754974.24901708;60.9174300078;-139.1707429849;2236.603271;2016-05-11T16:41:38Z;377
599159.976647917;6754958.73470236;60.917296987;-139.171207007;2234.481201;2016-05-11T16:44:04Z;378
599083.537458398;6755059.6874606;60.9182220139;-139.1725640371;2220.928955;2016-05-11T16:51:06Z;379
599097.809176699;6755082.93298768;60.9184270352;-139.1722890269;2222.11084;2016-05-11T16:52:51Z;380
599113.324747612;6755112.11664982;60.9186850302;-139.1719880328;2218.221436;2016-05-11T16:54:29Z;381
599118.523755607;6755139.77962279;60.9189319611;-139.1718779784;2216.255615;2016-05-11T16:56:41Z;382
599114.699438794;6755167.98487504;60.9191860165;-139.1719339695;2213.179443;2016-05-11T16:58:14Z;383
599110.628029048;6755199.18163119;60.9194669779;-139.1719929781;2209.654297;2016-05-11T16:59:50Z;384
599106.470679051;6755227.59243939;60.9197229613;-139.1720550042;2205.371582;2016-05-11T17:02:35Z;385
599101.917519238;6755256.66474873;60.9199849796;-139.1721239872;2201.983154;2016-05-11T17:05:11Z;386
599092.490877546;6755285.37696864;60.9202449862;-139.1722829919;2198.447021;2016-05-11T17:06:47Z;387
599072.726195112;6755307.33711804;60.9204469901;-139.1726360377;2194.077148;2016-05-11T17:08:22Z;388
599050.345549776;6755327.88871202;60.9206370078;-139.1730380338;2189.823242;2016-05-11T17:09:46Z;389
599029.104427975;6755350.47112463;60.9208449628;-139.1734179854;2185.693848;2016-05-11T17:11:16Z;390
599008.824521969;6755371.5298701;60.9210390039;-139.1737810057;2180.246094;2016-05-11T17:12:39Z;391
598987.496455384;6755393.33480632;60.9212400019;-139.174162969;2176.172119;2016-05-11T17:13:56Z;392
598964.71672703;6755414.53898111;60.9214359708;-139.1745720059;2171.635986;2016-05-11T17:15:24Z;393
598943.080512415;6755435.67238793;60.9216310177;-139.1749600042;2166.730469;2016-05-11T17:16:54Z;394
598923.287641423;6755454.95172219;60.9218089655;-139.1753149778;2162.756104;2016-05-11T17:18:58Z;395
598900.489975127;6755476.82831824;60.9220109694;-139.1757240146;2157.366699;2016-05-11T17:20:20Z;396
598886.931314411;6755490.3873551;60.9221360274;-139.175967006;2154.163086;2016-05-11T17:23:28Z;397
598857.319616689;6755492.12268825;60.9221589938;-139.1765119974;2151.676025;2016-05-11T17:24:55Z;398
598826.963245818;6755495.29471266;60.922195036;-139.1770699807;2150.146729;2016-05-11T17:27:28Z;399
598798.498634849;6755498.6223471;60.9222320002;-139.1775930114;2149.813477;2016-05-11T17:29:20Z;400
598768.313017631;6755505.47053473;60.9223009832;-139.1781459656;2146.050293;2016-05-11T17:32:57Z;401
598739.629550322;6755497.21001343;60.9222340118;-139.1786789708;2145.216064;2016-05-11T17:35:35Z;402
598710.789853927;6755486.71294784;60.9221470077;-139.1792159993;2145.577637;2016-05-11T17:38:37Z;403
598679.828960793;6755480.38856791;60.9220979735;-139.1797899921;2144.923828;2016-05-11T17:40:41Z;404
598655.617407209;6755469.24522316;60.9220040124;-139.1802420281;2144.960205;2016-05-11T17:44:01Z;405
598628.970735245;6755458.02511005;60.9219099674;-139.1807389911;2146.292236;2016-05-11T17:59:05Z;406
598641.517606091;6755553.09794145;60.9227599762;-139.1804590356;2132.270996;2016-05-11T18:15:38Z;407
598669.926543287;6755561.57423419;60.9228289593;-139.1799309757;2132.584229;2016-05-11T18:17:32Z;408
598698.414639841;6755576.85302649;60.9229589626;-139.1793979704;2132.191406;2016-05-11T18:19:50Z;409
598727.284922274;6755588.02340287;60.9230520017;-139.1788600199;2132.756592;2016-05-11T18:21:59Z;410
598755.213926135;6755598.04696504;60.9231349826;-139.1783400066;2130.10498;2016-05-11T18:23:39Z;411
598783.88902797;6755608.53985375;60.9232219867;-139.1778059956;2128.294434;2016-05-11T18:25:28Z;412
598811.659107211;6755620.34353838;60.923320977;-139.177287994;2126.773682;2016-05-11T18:29:23Z;413
598834.919887209;6755571.96086759;60.9228810109;-139.1768839862;2138.706787;2016-05-11T18:43:24Z;414
598833.987977744;6755541.06371111;60.922603989;-139.1769170109;2143.831299;2016-05-11T18:45:46Z;415
598833.275925435;6755512.06884824;60.9223439824;-139.1769450065;2148.848389;2016-05-11T18:47:08Z;416
598836.179674645;6755481.72675088;60.9220709838;-139.1769070365;2152.620361;2016-05-11T18:48:38Z;417
598839.852971043;6755451.18188489;60.9217959736;-139.1768549848;2157.56543;2016-05-11T18:51:25Z;418
598834.113059744;6755421.4960569;60.9215310216;-139.1769760195;2161.754883;2016-05-11T18:53:05Z;419
598835.152087787;6755391.98946348;60.9212659858;-139.1769719962;2164.712646;2016-05-11T18:55:02Z;420
598835.235821613;6755361.68101482;60.9209939931;-139.176985994;2166.969971;2016-05-11T18:57:32Z;421
598835.710931319;6755332.83127243;60.9207349923;-139.176992029;2170.075195;2016-05-11T18:59:27Z;422
598834.652523006;6755302.71523519;60.9204650111;-139.1770269815;2172.554688;2016-05-11T19:01:24Z;423
598833.52696153;6755270.92533616;60.9201800264;-139.1770640295;2175.460449;2016-05-11T19:03:25Z;424
598832.295826117;6755241.13142629;60.919912979;-139.1771019995;2177.821777;2016-05-11T19:05:49Z;425
598835.347634199;6755211.35389769;60.9196450096;-139.177061012;2180.618896;2016-05-11T19:07:43Z;426
598834.88696075;6755187.04576514;60.9194269963;-139.1770819668;2182.516846;2016-05-11T19:10:10Z;427
598779.01577507;6755290.24875504;60.9203670267;-139.1780589614;2169.820557;2016-05-11T19:18:13Z;428
598807.295534508;6755279.89151451;60.9202670306;-139.1775429714;2172.516846;2016-05-11T19:20:14Z;429
598834.110102852;6755273.50092503;60.9202029929;-139.1770519596;2174.685303;2016-05-11T19:22:18Z;430
598864.069491318;6755261.29466965;60.9200859815;-139.1765059624;2177.755127;2016-05-11T19:23:37Z;431
598892.610259562;6755253.17779598;60.9200060181;-139.1759840213;2181.758545;2016-05-11T19:25:13Z;432
598920.077362519;6755242.7988127;60.919906022;-139.1754830349;2186.221191;2016-05-11T19:26:36Z;433
598951.24205797;6755234.1950017;60.9198210295;-139.1749129817;2191.535645;2016-05-11T19:28:13Z;434
598976.151408628;6755224.07214083;60.9197239671;-139.1744590178;2193.092773;2016-05-11T19:29:37Z;435
599006.708683505;6755213.77988656;60.919623971;-139.1739010345;2196.497803;2016-05-11T19:31:02Z;436
599034.838696191;6755205.09223721;60.9195389785;-139.1733869724;2199.199463;2016-05-11T19:32:51Z;437
599062.587182969;6755194.27381133;60.9194349591;-139.1728810407;2202.36499;2016-05-11T19:34:20Z;438
599091.561793651;6755184.49859306;60.9193399921;-139.172351975;2205.953613;2016-05-11T19:35:59Z;439
599119.356975283;6755170.22580897;60.9192049596;-139.1718469653;2209.811279;2016-05-11T19:37:44Z;440
599147.908683262;6755165.67942395;60.9191570152;-139.1713230126;2212.409912;2016-05-11T19:39:15Z;441
599175.587464911;6755153.63626767;60.9190420154;-139.1708190087;2216.033203;2016-05-11T19:40:36Z;442
599204.008373432;6755144.17341659;60.9189499822;-139.1703000013;2218.894287;2016-05-11T19:42:02Z;443
599233.716084199;6755131.29996801;60.9188270196;-139.1697590332;2222.755859;2016-05-11T19:43:25Z;444
599262.308838389;6755127.4188278;60.9187850263;-139.1692339908;2225.560547;2016-05-11T19:44:45Z;445
599290.476097321;6755117.28636938;60.9186870418;-139.1687200125;2229.36792;2016-05-11T19:46:06Z;446
599319.439902246;6755105.83131564;60.9185769875;-139.1681920365;2232.922363;2016-05-11T19:47:22Z;447
599344.501917055;6755094.38883734;60.9184680227;-139.1677359771;2236.55957;2016-05-11T19:48:58Z;448
599362.356571195;6755084.40765552;60.9183739778;-139.1674120165;2239.580078;2016-05-11T19:50:01Z;449
599083.045198818;6754910.00639635;60.9168789815;-139.1726500355;2226.579346;2016-05-11T20:55:44Z;450
599059.973895171;6754893.09157406;60.9167329688;-139.1730839666;2227.580322;2016-05-11T20:59:40Z;451
599033.488645945;6754877.75376978;60.9166019596;-139.1735800076;2227.631836;2016-05-11T21:01:58Z;452
599007.114770553;6754860.53243821;60.916454019;-139.174074959;2227.793945;2016-05-11T21:03:42Z;453
598981.798041033;6754846.00287502;60.9163299669;-139.1745490395;2225.851562;2016-05-11T21:05:55Z;454
598957.025799149;6754829.71391546;60.9161899891;-139.1750139836;2224.639893;2016-05-11T21:07:52Z;455
598932.423516582;6754814.98977604;60.9160640091;-139.1754749883;2224.557373;2016-05-11T21:09:31Z;456
598910.53966753;6754796.21285562;60.9159009811;-139.1758879647;2225.980225;2016-05-11T21:16:00Z;457
598881.483765941;6754783.48548824;60.915794028;-139.1764300223;2224.973633;2016-05-11T21:19:23Z;458
598989.843857949;6754993.54962546;60.9176519606;-139.1743249912;2210.976807;2016-05-11T21:35:30Z;459
598961.955764597;6754983.86178641;60.9175719973;-139.1748439986;2209.984375;2016-05-11T21:37:10Z;460
598938.341349767;6754972.73324628;60.9174780361;-139.1752849706;2210.730957;2016-05-11T21:38:52Z;461
598903.878074085;6754975.10855973;60.9175079595;-139.1759189777;2207.509033;2016-05-11T21:40:54Z;462
598875.15866005;6754981.55779517;60.9175730031;-139.176445026;2204.010254;2016-05-11T21:42:55Z;463
598843.598879002;6754988.92771417;60.9176470153;-139.1770229582;2200.715332;2016-05-11T21:44:21Z;464
598818.129027335;6754997.57880101;60.917731002;-139.1774879862;2198.699951;2016-05-11T21:46:35Z;465
598788.308838426;6755006.66957095;60.9178200178;-139.1780329775;2194.966064;2016-05-11T21:48:13Z;466
598761.929922392;6755018.75185726;60.9179350175;-139.1785130091;2192.470947;2016-05-11T21:50:34Z;467
598733.68939177;6755031.55789064;60.9180569742;-139.1790269874;2189.571045;2016-05-11T21:53:04Z;468
598709.249162943;6755044.25486552;60.918177003;-139.1794709768;2188.310791;2016-05-11T21:54:40Z;469
598689.586359505;6755070.45128512;60.9184169769;-139.1798199993;2184.61792;2016-05-11T21:56:35Z;470
598666.85266292;6755089.99599284;60.918598026;-139.1802290361;2181.111572;2016-05-11T21:59:01Z;471
598646.041285226;6755112.70466849;60.9188069869;-139.180601025;2178.215576;2016-05-11T22:00:30Z;472
598631.728409413;6755133.93117708;60.9190010279;-139.1808539908;2174.201904;2016-05-11T22:04:15Z;473
598613.36498329;6755162.17230919;60.9192590229;-139.1811780352;2171.008057;2016-05-11T22:05:55Z;474
598597.586464375;6755189.36436272;60.9195069596;-139.1814549733;2167.270752;2016-05-11T22:07:16Z;475
598584.972177616;6755215.766238;60.9197470173;-139.1816739924;2164.690674;2016-05-11T22:08:38Z;476
598576.227370212;6755243.48979428;60.9199979715;-139.181821011;2161.057129;2016-05-11T22:09:43Z;477
598573.8899176;6755274.96861731;60.9202810284;-139.1818480007;2156.880615;2016-05-11T22:11:46Z;478
598566.686307261;6755303.85583636;60.9205420408;-139.1819660179;2153.757568;2016-05-11T22:14:50Z;479
598557.351691166;6755333.34714912;60.9208090045;-139.182123011;2149.417969;2016-05-11T22:17:00Z;480
598566.763294516;6755363.69473565;60.9210789856;-139.1819339991;2147.343506;2016-05-11T22:19:24Z;481
598579.712207273;6755397.48447943;60.9213789739;-139.1816780157;2146.821533;2016-05-11T22:25:59Z;482
598502.207056441;6755494.85112454;60.9222719818;-139.1830570064;2130.261963;2016-05-11T22:43:06Z;483
598476.282719028;6755482.98899945;60.9221719857;-139.1835409775;2128.824219;2016-05-11T22:45:54Z;484
598447.551245279;6755472.49710022;60.9220849816;-139.1840759944;2127.609619;2016-05-11T22:49:27Z;485
598418.780342557;6755461.45324439;60.9219930321;-139.1846120171;2127.096924;2016-05-11T22:52:01Z;486
598391.056373602;6755449.86883572;60.9218959697;-139.1851290129;2129.006104;2016-05-11T22:53:47Z;487
598363.902345527;6755439.20647818;60.9218070377;-139.1856350284;2132.692383;2016-05-11T22:55:58Z;488
598382.629662994;6755425.12543754;60.9216760285;-139.1852969863;2132.578125;2016-05-11T23:01:13Z;489
598409.526575837;6755413.71802484;60.92156698;-139.1848069802;2132.578369;2016-05-11T23:02:48Z;490
598437.126561007;6755404.34788473;60.9214760363;-139.1843029764;2134.389648;2016-05-11T23:04:16Z;491
598466.782020614;6755395.13766455;60.9213860147;-139.1837610025;2135.2229;2016-05-11T23:06:31Z;492
598495.038492409;6755385.55263836;60.9212929755;-139.1832450125;2137.320557;2016-05-11T23:08:22Z;493
598528.505880441;6755374.00132139;60.9211809933;-139.1826339718;2141.133057;2016-05-11T23:10:40Z;494
598554.944617905;6755365.37515333;60.9210970066;-139.1821510065;2143.114502;2016-05-11T23:12:56Z;495
598579.597906438;6755356.69964057;60.92101302;-139.1817009822;2145.943848;2016-05-11T23:15:49Z;496
598606.862623312;6755347.64841024;60.92092501;-139.1812030133;2149.611084;2016-05-11T23:17:57Z;497
598637.301488205;6755339.57286908;60.9208449628;-139.1806460358;2154.759766;2016-05-11T23:22:18Z;498
598666.452999252;6755323.33538556;60.9206919931;-139.1801169701;2159.870117;2016-05-11T23:25:19Z;499
598695.978961197;6755314.90805837;60.9206090122;-139.1795770079;2164.484131;2016-05-11T23:27:52Z;500
598718.594816657;6755274.19416001;60.9202380292;-139.179180963;2168.890869;2016-05-11T23:31:52Z;501
598752.852564743;6755238.03528204;60.9199050162;-139.1785679944;2173.198975;2016-05-11T23:34:09Z;502
598799.336642352;6755207.00844737;60.9196150023;-139.177727038;2178.65332;2016-05-11T23:36:41Z;503
598832.552851347;6755167.47733628;60.9192519821;-139.1771350242;2185.13623;2016-05-11T23:38:51Z;504
598837.196081944;6755150.78377491;60.919101024;-139.1770579945;2187.775635;2016-05-11T23:40:59Z;505
598836.066262375;6755121.10477713;60.9188349824;-139.1770940367;2191.463379;2016-05-11T23:50:23Z;506
598835.995770222;6755092.57613674;60.9185789991;-139.1771099623;2194.88916;2016-05-11T23:52:04Z;507
598837.497292396;6755061.97086906;60.9183039889;-139.1770979762;2195.575195;2016-05-11T23:53:26Z;508
598836.188243782;6755032.84733696;60.9180429764;-139.1771370359;2197.072021;2016-05-11T23:55:05Z;509
598835.992531343;6755000.97122659;60.9177569859;-139.1771569848;2199.896973;2016-05-11T23:56:47Z;510
598836.522034576;6754972.12301211;60.9174979851;-139.1771620139;2203.189697;2016-05-11T23:58:13Z;511
598835.8280212;6754942.46548692;60.9172320273;-139.1771900095;2205.243896;2016-05-11T23:59:41Z;512
598836.308799218;6754911.60765707;60.9169550054;-139.1771969665;2209.896729;2016-05-12T00:01:33Z;513
598838.787277208;6754881.02956708;60.9166799951;-139.1771669593;2213.914551;2016-05-12T00:02:57Z;514
598837.808368617;6754851.80313784;60.9164179768;-139.177199984;2217.80542;2016-05-12T00:04:50Z;515
598840.377237536;6754821.90009828;60.9161490016;-139.1771679651;2222.927734;2016-05-12T00:06:27Z;516
598867.39390247;6754802.48490027;60.9159680363;-139.1766799707;2225.158936;2016-05-12T00:08:26Z;517
598888.663205067;6754786.80506624;60.9158220235;-139.1762959957;2227.983154;2016-05-12T00:10:38Z;518
599118.610255088;6754566.65029185;60.9137889929;-139.1721710097;2267.126709;2016-05-12T00:37:53Z;519
599158.30385147;6754608.43659492;60.9141540248;-139.1714179795;2268.891113;2016-05-12T00:39:55Z;520
599212.005824836;6754645.92531942;60.9144769795;-139.170408966;2268.044189;2016-05-12T00:43:02Z;521
599247.417240091;6754693.27235937;60.9148929734;-139.1697319597;2263.567871;2016-05-12T01:25:02Z;522
599293.185391884;6754732.88538503;60.9152369667;-139.1688680369;2260.4375;2016-05-12T01:27:32Z;523
599331.812449041;6754775.7555346;60.915611973;-139.1681340337;2259.336426;2016-05-12T01:29:23Z;524
599376.180662268;6754819.01085527;60.915988991;-139.1672939993;2261.956299;2016-05-12T01:31:15Z;525
599419.924504109;6754861.13774771;60.9163560346;-139.1664660349;2263.380371;2016-05-12T01:33:17Z;526
599464.86428301;6754901.28107501;60.9167049732;-139.165617032;2266.102783;2016-05-12T01:35:11Z;527
599507.346964572;6754941.92599721;60.9170590248;-139.1648130398;2266.266357;2016-05-12T01:36:53Z;528
604113.975775182;6763367.86641476;60.9914800152;-139.0753470361;2242.325928;2016-05-12T21:09:58Z;529
