X,Y,Donjek_asp,northness,profilecur,tangential,Sx_G2_d200,Sx_G13_d20,Donjek_slo,DonjekDEM_,Sx_G4_d200
595931.34647375,6740234.72295844,115.70995,-0.04045,-0.00168,-0.00349,5.05000,0.45000,5.34991,2225.00000,5.05000
596011.41401919,6740190.52429641,119.05460,-0.03119,-0.00041,-0.00042,4.30000,-2.86000,3.68177,2220.00000,1.92000
596091.623428824,6740152.720025,129.95755,-0.09579,-0.00125,0.00025,1.27000,-2.26000,8.57805,2210.00000,0.64000
596172.499449526,6740112.5334827,152.52557,-0.07782,0.00163,0.00001,-1.01000,-1.43000,5.03227,2203.00000,1.28000
596252.35456947,6740073.21106241,142.12502,-0.11137,0.00056,0.00252,0.00000,-4.97000,8.11128,2194.00000,1.92000
596334.94008709,6740034.62791415,127.14668,-0.07748,-0.00003,-0.00100,3.04000,-4.97000,7.37178,2182.00000,3.04000
596416.316266262,6739997.54062324,124.50852,-0.06825,0.00074,0.00111,0.51000,-5.20000,6.91918,2172.00000,4.47000
596498.890061894,6739960.42085249,108.43495,-0.04969,-0.00053,0.00033,2.53000,-4.97000,6.76286,2162.00000,4.47000
596579.5462277,6739922.46352415,119.05460,-0.06199,-0.00035,-0.00088,4.04000,-3.47000,7.33339,2151.00000,4.47000
596661.330572984,6739883.79689352,113.55226,-0.05266,-0.00085,-0.00058,4.55000,-4.97000,7.57308,2139.00000,4.76000
596743.050226888,6739846.34645572,108.43495,-0.03724,0.00010,0.00010,4.30000,-5.71000,6.76286,2130.00000,5.75000
596824.373236252,6739808.58471593,97.81529,-0.02160,0.00075,-0.00509,9.04000,-3.12000,9.13883,2116.00000,9.04000
596907.011733886,6739770.50742288,355.60129,0.04059,0.00098,-0.00348,8.05000,4.29000,2.33323,2110.00000,7.64000
596993.494048635,6739759.30705693,93.62148,-0.00624,-0.00958,-0.00238,19.47000,-1.43000,13.89428,2094.00000,19.47000
597082.578239814,6739763.1678864,79.01935,0.03973,0.00245,0.00029,6.55000,-8.64000,12.03964,2083.00000,6.05000
597174.887274823,6739768.38374773,48.94519,0.08369,-0.00192,-0.00218,10.02000,-2.86000,7.32055,2066.00000,11.38000
597263.934246088,6739773.19053578,45.00000,0.10205,0.00035,-0.00057,9.29000,-7.13000,8.29756,2061.00000,8.05000
597354.295211735,6739777.36999041,50.07961,0.11345,-0.00058,-0.00062,11.98000,-8.53000,11.29109,2050.00000,11.98000
597443.809188024,6739782.80754523,60.94540,0.09205,-0.00014,-0.00047,11.00000,-9.93000,10.92615,2031.00000,11.00000
597531.674355224,6739786.83840288,62.70043,0.09770,-0.00100,-0.00282,13.90000,-10.01000,12.29996,2015.00000,13.90000
595706.733241681,6740424.02268984,156.25050,-0.07784,0.00057,-0.00099,4.04000,0.00000,4.87855,2264.00000,1.92000
595644.763465178,6740488.4458932,158.19859,-0.15408,-0.00187,-0.00280,3.29000,2.86000,9.55259,2273.00000,3.20000
595582.958094361,6740555.65194223,137.04541,-0.08994,0.00062,0.00041,1.77000,-1.74000,7.05858,2288.00000,-0.40000
595522.385772729,6740621.44680568,112.16634,-0.03423,-0.00125,-0.00061,2.02000,-1.69000,5.20577,2294.00000,3.20000
595460.801354445,6740686.94795772,130.23636,-0.06836,0.00163,0.00042,1.01000,-2.43000,6.07533,2307.00000,1.99000
595401.027404504,6740753.88560344,132.61406,-0.07147,-0.00218,-0.00194,4.04000,-1.36000,6.05971,2310.00000,4.04000
595338.142627774,6740818.4944911,142.76517,-0.07775,0.00014,-0.00076,1.27000,-2.86000,5.60432,2326.00000,3.20000
595276.003320871,6740884.3275095,137.04541,-0.08696,-0.00221,-0.00189,3.54000,0.00000,7.05858,2337.00000,5.11000
595213.241229101,6740949.94957325,149.03624,-0.10850,0.00076,0.00108,2.53000,-0.84000,7.26894,2347.00000,3.20000
595176.865777209,6741027.98663336,120.96376,-0.05592,0.00208,0.00163,0.00000,-2.81000,6.23939,2360.00000,0.00000
595156.573244587,6741115.06367324,140.71060,-0.12978,0.00331,-0.00047,-1.01000,-3.17000,7.58960,2370.00000,-1.01000
595133.408646885,6741203.98231377,188.97263,-0.05927,-0.00373,-0.00104,0.51000,4.29000,3.43994,2372.00000,-0.40000
595166.387989535,6741329.5015898,164.53879,-0.28099,0.00137,-0.00250,-7.55000,4.52000,16.95015,2396.00000,-1.92000
595946.434275768,6740406.28914761,141.00900,-0.12942,-0.00142,-0.00245,4.55000,-0.91000,9.58487,2238.00000,5.75000
595510.630880428,6740736.35252747,137.04541,-0.08994,0.00099,-0.00059,1.01000,-2.43000,7.05858,2306.00000,1.92000
595126.583444544,6742232.89923023,217.87498,-0.11137,0.00900,0.00649,-6.80000,2.43000,8.11128,2539.00000,-5.94000
596385.415979107,6739965.52601503,122.90524,-0.06821,-0.00061,-0.00042,4.04000,-4.29000,7.21260,2175.00000,4.04000
596454.888569023,6739984.58757073,113.55226,-0.05266,-0.00034,0.00076,2.02000,-4.52000,7.57308,2167.00000,2.56000
595213.482469601,6741154.54715285,141.34019,-0.12343,0.00158,-0.00079,0.00000,3.82000,9.09464,2367.00000,1.92000
595127.945356276,6740736.03219995,90.00000,0.00000,-0.00198,0.00041,14.85000,-4.07000,10.27333,2340.00000,15.87000
595508.591178727,6741166.86864959,146.88866,-0.14168,0.00225,-0.00006,-2.36000,11.64000,9.73818,2357.00000,-0.64000
599740.336850741,6754759.92996394,317.86243,0.16266,0.00129,0.00421,-3.04000,6.16000,10.03726,2329.00000,-3.20000
599776.404599028,6754713.49054931,290.55603,0.17096,0.00198,0.00476,-5.05000,7.13000,9.10145,2339.00000,-6.72000
599811.424123067,6754666.02489687,268.36340,-0.00311,-0.00045,-0.00182,-3.04000,7.13000,6.24444,2341.00000,-3.04000
599847.612954212,6754617.60850908,289.98309,0.04947,0.00248,0.00159,-5.39000,6.42000,8.32382,2350.00000,-6.05000
599882.588343003,6754568.52655889,251.56505,-0.03110,-0.00140,0.00058,-4.04000,6.42000,5.64371,2353.00000,-4.04000
599918.408142935,6754519.68781299,255.37912,-0.02474,0.00141,-0.00000,-5.80000,7.83000,8.45010,2351.00000,-7.90000
599952.933140301,6754471.5273826,273.01279,0.01551,-0.00051,0.00196,-6.05000,11.31000,10.11357,2357.00000,-6.05000
599987.998814667,6754422.97399552,246.80141,-0.02488,0.00214,0.00150,-5.05000,7.13000,9.45833,2363.00000,-8.28000
600023.291783988,6754374.15852769,253.30075,-0.01870,0.00286,-0.00105,-4.55000,5.32000,7.43530,2366.00000,-7.05000
600058.668450365,6754325.10236674,248.19859,-0.03731,0.00006,0.00056,-4.30000,7.13000,5.76572,2368.00000,-6.33000
600093.670350663,6754276.42904601,272.86243,-0.01551,-0.00058,0.00059,-2.28000,8.53000,7.13383,2371.00000,-4.04000
600164.083602981,6754179.16865482,263.04706,-0.01550,0.00227,0.00389,-3.37000,3.93000,7.35474,2383.00000,-4.76000
600198.911678001,6754131.44754978,264.80557,0.00311,-0.00144,-0.00390,-1.01000,12.68000,7.86096,2377.00000,-1.01000
600234.24633939,6754082.57537445,273.36646,-0.01247,0.00133,-0.00011,-3.04000,6.71000,6.07533,2385.00000,-3.04000
600269.142368368,6754034.29188851,306.86990,0.03110,-0.00019,0.00184,-5.05000,5.71000,7.12502,2391.00000,-4.47000
600448.45071932,6753910.40126613,281.97614,0.03417,0.00150,0.00076,-8.05000,4.49000,6.01787,2416.00000,-8.05000
600482.816361441,6753938.39968383,275.71057,0.03417,0.00053,0.00090,-3.04000,8.53000,7.16018,2419.00000,-3.04000
600508.181561041,6753993.40376982,298.81079,0.06214,0.00197,0.00273,-4.04000,3.12000,8.11897,2419.00000,-3.97000
600531.000499136,6754048.7677844,288.43494,0.02182,-0.00252,-0.00266,1.01000,8.53000,4.52023,2413.00000,1.01000
600553.294846644,6754103.87612469,305.53766,0.04672,0.00142,0.00293,-2.36000,2.81000,4.61074,2416.00000,-3.20000
600575.876143464,6754160.43818373,295.34619,0.01247,-0.00163,-0.00003,0.00000,4.29000,3.75889,2412.00000,-1.92000
600598.348730678,6754216.35182685,290.55603,0.01872,-0.00042,-0.00083,0.00000,4.29000,3.05669,2411.00000,0.00000
600620.377985267,6754271.67801408,302.47119,0.05301,-0.00134,-0.00053,-0.51000,2.86000,2.33323,2412.00000,-0.64000
600643.232010431,6754326.6711776,0.00000,0.01873,-0.00083,0.00166,1.01000,2.25000,3.93290,2411.00000,0.00000
600638.429327693,6754472.54084725,196.38954,-0.01249,0.00202,0.00130,-1.52000,2.26000,3.16952,2409.00000,-1.99000
600587.024808445,6754469.76324513,225.00000,-0.00000,-0.00010,0.00115,-1.52000,2.86000,2.02487,2407.00000,-1.99000
600527.666136511,6754459.23454693,267.51044,0.01866,0.00254,0.00264,-2.53000,1.97000,4.11493,2407.00000,-3.97000
600468.759898496,6754448.71299183,299.05463,0.03119,-0.00004,0.00128,-1.77000,5.71000,3.68177,2399.00000,-1.28000
600410.550323619,6754438.89167284,278.97263,0.03741,-0.00084,0.00063,-1.69000,4.52000,3.43994,2397.00000,-3.17000
600351.171896034,6754428.61380016,267.51044,-0.00312,-0.00115,-0.00051,-1.01000,8.53000,4.11493,2391.00000,-1.01000
600292.66284428,6754418.28497361,275.19443,0.00623,0.00026,-0.00047,-2.02000,5.71000,3.94906,2389.00000,-2.78000
600233.571175331,6754408.47314359,270.00000,0.00936,0.00124,0.00125,-4.55000,3.62000,3.93290,2385.00000,-4.76000
600174.808661839,6754398.42778408,274.39871,-0.00931,0.00133,-0.00176,-4.04000,5.71000,6.96898,2380.00000,-4.04000
600114.359807584,6754388.0302904,272.48956,0.01242,-0.00035,-0.00152,-3.04000,6.42000,4.11493,2371.00000,-3.04000
600055.347599729,6754377.70862588,254.74489,-0.01870,0.00048,-0.00069,-4.04000,5.54000,4.07606,2369.00000,-4.04000
599996.558747477,6754367.73955998,257.00537,-0.03719,-0.00165,-0.00364,-2.78000,12.68000,9.46813,2357.00000,-3.04000
599938.749520967,6754358.72661614,275.19443,-0.03092,0.00147,0.00139,-2.28000,7.83000,7.86096,2354.00000,-4.36000
599878.881892071,6754347.13848719,268.60281,0.00619,0.00091,-0.00092,0.25000,8.53000,7.30339,2342.00000,-0.79000
599818.439337202,6754336.9300854,273.81409,0.00928,-0.00045,-0.00119,2.36000,8.53000,8.02227,2336.00000,1.99000
599759.448906242,6754327.08511151,0.00000,0.02800,-0.00228,-0.00291,7.05000,7.21000,3.21949,2328.00000,7.05000
599702.495919729,6754316.35411307,6.63251,0.05616,-0.00084,0.00148,5.05000,3.37000,7.70422,2335.00000,5.05000
599641.789952547,6754306.13618567,351.02737,0.11790,0.00041,0.00021,3.54000,1.97000,6.85526,2335.00000,1.01000
599584.017853335,6754295.04231352,322.76517,0.09316,-0.00037,-0.00108,13.90000,7.13000,5.60432,2330.00000,1.01000
599528.984542611,6754355.63362671,345.96375,0.09328,0.00116,0.00007,14.85000,2.86000,5.88513,2326.00000,0.00000
599543.322522003,6754409.01255144,318.81409,0.08407,-0.00018,0.00060,1.01000,2.53000,3.80105,2319.00000,1.19000
599568.550033177,6754467.74713383,348.69006,0.03123,-0.00123,-0.00022,2.02000,5.89000,1.82533,2317.00000,2.02000
599589.634136495,6754519.71748008,280.00800,0.01560,0.00079,-0.00017,1.27000,5.87000,3.08788,2317.00000,1.01000
599613.562766411,6754576.00112996,275.71057,0.00624,0.00027,0.00015,-0.76000,7.21000,3.59413,2319.00000,-2.02000
599636.870835037,6754630.90703806,276.34021,-0.00311,-0.00054,-0.00028,-0.76000,7.83000,4.85245,2318.00000,-2.02000
599660.961663321,6754686.00051435,300.96375,0.04668,0.00139,0.00337,-3.04000,4.51000,5.20577,2324.00000,-5.54000
599684.032773172,6754740.16877764,316.90915,0.09603,-0.00127,-0.00119,3.04000,11.31000,7.55652,2321.00000,3.04000
599707.891416932,6754795.15845056,336.25049,0.02459,0.00145,-0.00006,1.01000,8.92000,9.68737,2318.00000,1.01000
599841.599268396,6754609.70565987,289.98309,0.04947,0.00248,0.00159,-5.39000,6.42000,8.32382,2350.00000,-6.05000
599794.292132916,6754574.27864247,271.54816,0.00927,0.00028,0.00096,-5.05000,8.53000,6.59792,2339.00000,-5.05000
599758.002678708,6754527.72530375,263.99100,-0.03724,0.00090,0.00178,-2.53000,7.65000,6.80923,2334.00000,-7.01000
599733.590906575,6754472.90712565,245.55605,-0.08369,0.00030,-0.00238,0.68000,7.94000,4.31872,2328.00000,0.00000
599730.382969847,6754416.5721832,293.19861,0.01873,0.00010,0.00094,2.02000,7.82000,2.72514,2329.00000,0.40000
599741.026931766,6754357.28861225,0.00000,0.00312,-0.00228,-0.00291,7.05000,7.21000,3.21949,2328.00000,7.05000
599756.077239651,6754299.35725467,12.38076,0.10236,-0.00169,-0.00076,8.05000,5.88000,7.47314,2333.00000,8.05000
599773.461837017,6754241.78041686,336.80139,0.10861,0.00110,-0.00339,6.30000,7.13000,6.78608,2338.00000,4.04000
599796.981517578,6754191.19393487,327.09476,0.08390,0.00052,-0.00053,16.03000,4.29000,3.62065,2345.00000,4.36000
599849.283046751,6754165.52546172,297.89728,0.02807,0.00105,0.00269,4.04000,4.49000,3.43994,2351.00000,-0.79000
599906.129831722,6754144.48489478,292.06790,0.06816,-0.00160,0.00079,3.54000,8.53000,7.11178,2354.00000,-2.02000
599958.616875226,6754116.88137303,266.00909,0.06845,0.00244,0.00288,7.05000,5.71000,7.67166,2362.00000,-2.38000
600010.818279994,6754086.4392528,289.65381,0.03112,-0.00218,0.00012,4.30000,7.13000,5.30828,2366.00000,-3.04000
600064.431159906,6754061.80958311,251.56505,-0.00935,0.00220,0.00316,6.55000,4.49000,6.20388,2373.00000,-4.76000
600122.000737286,6754048.81950425,281.30994,0.01866,-0.00142,0.00019,0.76000,7.13000,5.46126,2377.00000,-3.04000
600181.472551163,6754037.21702937,278.61566,0.02179,0.00146,0.00038,3.29000,5.71000,5.95453,2383.00000,-6.05000
600240.66791816,6754038.62674507,306.86990,0.02181,-0.00019,0.00184,-5.05000,5.71000,7.12502,2391.00000,-4.47000
600300.510506527,6754046.09879126,288.43494,0.04343,-0.00175,-0.00238,1.01000,7.13000,5.64371,2390.00000,1.01000
600354.278568756,6754067.0476414,291.25049,0.04655,0.00000,-0.00186,-0.51000,7.13000,6.88273,2395.00000,-2.02000
600405.37712507,6754098.69679994,261.02737,-0.01862,0.00099,-0.00390,-1.35000,6.42000,6.85526,2403.00000,-3.97000
600450.588716642,6754135.80592347,305.53766,0.03120,0.00067,0.00307,-2.53000,2.08000,3.07752,2409.00000,-5.54000
600476.697935633,6754188.95170425,325.78430,0.07778,0.00025,-0.00108,4.04000,4.29000,5.39708,2405.00000,4.04000
600497.125514596,6754244.8766902,270.00000,-0.00312,-0.00000,-0.00187,-1.52000,5.71000,3.21949,2405.00000,-2.02000
600508.96921681,6754303.46089239,291.80139,0.02494,0.00160,0.00255,-2.70000,2.86000,3.85103,2407.00000,-3.04000
600519.504094639,6754362.9785359,290.22485,0.02183,0.00009,0.00219,-1.69000,2.86000,3.62065,2404.00000,-2.78000
600507.8753548,6754420.67900556,285.25513,0.01870,-0.00043,-0.00268,1.01000,4.29000,4.07606,2401.00000,1.01000
600485.361194987,6754471.53769211,281.30994,0.04053,-0.00085,0.00211,-1.69000,7.13000,5.46126,2402.00000,-3.20000
600435.884643854,6754502.77245103,296.56506,0.04053,-0.00004,-0.00017,-1.69000,4.52000,3.19960,2395.00000,-1.28000
600383.476503658,6754529.64889903,290.22485,0.00936,0.00113,0.00323,-2.36000,2.43000,3.62065,2394.00000,-3.57000
600328.082113021,6754553.97075688,281.30994,0.04053,-0.00018,0.00351,-2.02000,4.29000,3.64697,2391.00000,-2.78000
600271.627985541,6754575.88560478,323.53076,0.04980,-0.00149,-0.00203,5.05000,5.71000,5.10736,2382.00000,5.05000
600215.108749781,6754596.42271993,312.51044,0.00936,-0.00122,-0.00043,-2.02000,4.29000,5.80943,2380.00000,-2.02000
600161.549898883,6754615.45920419,274.08563,0.00623,0.00020,-0.00103,-2.02000,5.71000,5.01332,2376.00000,-2.02000
600104.504095974,6754633.79476692,277.43140,0.04980,0.00006,0.00014,-2.70000,4.29000,4.14577,2370.00000,-2.78000
600046.512067637,6754645.62917533,295.55997,0.03427,0.00075,0.00090,-2.02000,4.29000,4.55526,2367.00000,-2.02000
599986.88881103,6754640.6362807,294.22775,0.03731,0.00149,-0.00069,0.00000,5.71000,7.80508,2359.00000,0.00000
599926.749781113,6754630.3210446,298.07251,0.08058,0.00170,0.00346,-5.05000,4.29000,6.06492,2359.00000,-5.11000
599869.227828489,6754615.54305465,289.98309,0.04972,0.00248,0.00159,-5.39000,6.42000,8.32382,2350.00000,-6.05000
601033.06660244,6753853.63638097,318.81409,0.04989,-0.00200,-0.00069,0.00000,4.29000,3.80105,2461.00000,0.00000
600984.500378634,6753888.93615676,316.97491,0.09299,0.00146,0.00017,-1.01000,5.71000,7.30768,2458.00000,-1.01000
600936.018408313,6753923.71905664,310.76361,0.05280,-0.00041,0.00041,-1.52000,5.71000,6.82307,2450.00000,-2.38000
600887.204656759,6753958.85396777,298.73981,0.00935,0.00001,0.00165,-0.68000,4.29000,6.30478,2447.00000,-1.28000
600838.935296677,6753994.09384878,277.43140,0.01557,-0.00084,-0.00289,2.02000,5.71000,4.14577,2437.00000,-0.40000
600789.677232439,6754029.24633925,296.56506,0.03117,-0.00149,-0.00100,0.51000,8.53000,3.99717,2434.00000,0.00000
600741.1302654,6754064.92698146,309.55966,0.05912,-0.00013,-0.00091,0.00000,5.71000,5.32616,2430.00000,0.00000
600687.83093863,6754094.28166868,304.21570,0.06226,-0.00060,-0.00043,1.01000,7.13000,5.39708,2425.00000,1.01000
600633.498264484,6754116.55021414,312.51044,0.05912,-0.00084,-0.00101,0.00000,4.29000,5.80943,2419.00000,0.00000
600577.741328882,6754138.53438086,309.55966,0.06226,-0.00041,-0.00083,2.02000,5.71000,5.32616,2414.00000,2.02000
600522.72154972,6754160.56169874,281.30994,0.03428,0.00140,0.00026,-2.02000,2.86000,3.64697,2411.00000,-1.28000
600466.734555372,6754182.9549572,325.78430,0.07778,0.00025,-0.00108,4.04000,4.29000,5.39708,2405.00000,4.04000
600410.376701863,6754205.43951181,277.43140,0.00935,-0.00100,-0.00273,0.00000,5.71000,4.14577,2399.00000,0.00000
600355.758081072,6754226.91792317,268.15240,-0.00000,-0.00073,0.00115,-3.04000,4.52000,5.53612,2394.00000,-3.17000
600299.916437744,6754249.31891956,266.63354,-0.00312,-0.00085,-0.00227,-1.01000,7.13000,3.04623,2389.00000,-1.01000
600244.085173312,6754270.86557807,254.74489,0.00935,0.00123,-0.00145,-2.53000,4.21000,4.07606,2388.00000,-3.04000
600187.687998608,6754293.20935425,266.82019,-0.00311,0.00037,-0.00017,-4.04000,7.13000,6.42860,2381.00000,-4.04000
600131.261491467,6754315.9022719,268.60281,0.01241,0.00031,-0.00094,-3.54000,7.13000,7.30339,2376.00000,-5.05000
600074.789522881,6754337.83455096,248.19859,-0.00933,0.00006,0.00056,-4.30000,7.13000,5.76572,2368.00000,-6.33000
600019.40548365,6754360.37449979,253.30075,-0.03719,0.00286,-0.00105,-4.55000,5.32000,7.43530,2366.00000,-7.05000
599966.304184627,6754381.51010082,257.00537,-0.03699,-0.00165,-0.00364,-2.78000,12.68000,9.46813,2357.00000,-3.04000
599907.568865376,6754404.53823945,261.52887,-0.06157,0.00065,0.00366,-2.78000,8.53000,8.44642,2351.00000,-7.05000
599853.659626611,6754426.3820572,273.81409,0.01228,0.00166,0.00033,-0.51000,11.31000,10.64269,2343.00000,-5.94000
599798.242509914,6754449.29438307,230.44034,-0.05864,-0.00357,-0.00304,1.52000,9.23000,5.32616,2329.00000,0.00000
599740.893422267,6754469.75614176,245.55605,-0.08369,0.00030,-0.00238,0.68000,7.94000,4.31872,2328.00000,0.00000
599684.456810963,6754492.57200115,245.55605,-0.06180,-0.00236,-0.00026,0.25000,12.68000,8.58893,2325.00000,-1.99000
599629.219985014,6754514.58593403,246.03751,0.01243,-0.00013,0.00242,0.25000,6.43000,3.52242,2320.00000,-1.28000
599574.818031587,6754536.97141043,283.57043,0.02178,0.00169,0.00017,0.25000,6.16000,5.32616,2317.00000,-0.79000
599517.875222597,6754559.33510961,326.30994,0.03104,0.00311,0.00119,1.01000,3.93000,6.42860,2312.00000,0.00000
599464.315705819,6754580.02126866,323.13010,0.06514,-0.00106,-0.00244,4.04000,6.32000,7.12502,2302.00000,4.04000
601338.416960391,6754136.41645687,331.92752,0.09322,-0.00003,0.00169,0.00000,4.21000,6.06492,2466.00000,-0.79000
601294.263772279,6754068.60652451,304.38034,0.06230,0.00080,0.00003,0.00000,3.37000,4.11493,2468.00000,0.00000
601245.764702387,6754001.54106828,293.19861,0.03119,0.00104,0.00104,0.00000,2.53000,2.72514,2468.00000,-0.79000
601198.900136269,6753935.02108941,318.81409,0.04989,0.00060,0.00106,0.00000,2.86000,3.80105,2468.00000,-1.01000
601144.962507544,6753869.06948666,299.05463,0.03119,-0.00080,0.00018,1.01000,5.71000,3.68177,2468.00000,1.01000
601091.641874428,6753805.80912897,338.62939,0.06226,-0.00037,0.00121,-0.68000,2.53000,4.41344,2469.00000,-1.01000
601037.282463071,6753742.207285,310.91437,0.04055,-0.00007,-0.00055,0.00000,4.29000,3.54948,2467.00000,0.00000
600979.296040237,6753681.44010775,275.19443,0.00932,0.00166,0.00185,-2.28000,4.29000,5.91192,2467.00000,-6.38000
600921.846639645,6753614.96176171,283.24054,0.01240,-0.00061,-0.00062,4.04000,7.13000,6.22926,2461.00000,-1.19000
600870.582769628,6753555.08786144,346.75949,0.09020,0.00182,-0.00122,17.19000,4.76000,6.22926,2460.00000,7.11000
600814.99032574,6753504.0144479,0.97102,0.27325,-0.00036,0.00160,21.47000,1.97000,10.44806,2465.00000,17.69000
598800.527075403,6755262.94463725,329.03625,0.07780,-0.00041,-0.00208,4.04000,7.13000,5.20577,2198.00000,4.04000
598835.881763418,6755216.5794073,340.20111,0.05899,0.00034,-0.00034,1.52000,5.71000,4.74657,2202.00000,0.00000
598872.713832934,6755168.88782154,319.23639,0.06801,-0.00379,-0.00443,5.05000,11.31000,6.82307,2204.00000,5.05000
598909.655042244,6755128.47107975,315.00000,0.04648,0.00296,-0.00010,0.51000,7.83000,6.55482,2216.00000,0.00000
598952.861555988,6755103.29599136,285.25513,0.00617,-0.00417,-0.00179,3.04000,11.31000,6.10126,2218.00000,3.04000
598994.249367508,6755086.88814054,272.20258,0.03102,0.00142,-0.00043,0.25000,9.93000,9.23659,2226.00000,-2.38000
599049.179882532,6755057.27177271,290.85446,0.04951,0.00187,0.00139,-0.76000,7.13000,7.99497,2240.00000,-2.78000
599094.632941201,6755029.03628633,300.25644,0.06537,-0.00033,-0.00071,1.01000,5.71000,4.96242,2244.00000,1.01000
599154.379313532,6754986.41327326,308.15723,0.09626,-0.00025,0.00066,0.76000,4.29000,6.34964,2250.00000,-1.59000
599213.234917238,6754941.66968206,315.00000,0.08989,0.00066,0.00284,0.76000,3.58000,7.30339,2261.00000,-1.59000
599267.126524384,6754893.89988639,312.13757,0.06541,0.00195,0.00240,0.51000,3.12000,5.05743,2268.00000,-1.99000
599320.034864701,6754842.8970396,322.43140,0.08083,-0.00084,0.00023,0.00000,5.54000,5.85281,2273.00000,-1.01000
599374.39143637,6754790.14156302,311.18591,0.10556,-0.00088,0.00193,1.35000,6.42000,7.56894,2283.00000,-1.19000
599428.13136503,6754735.32395076,309.47247,0.08369,0.00018,-0.00019,1.01000,7.13000,7.83706,2291.00000,0.00000
599478.528172379,6754680.26378191,279.46234,0.03417,-0.00052,0.00281,0.25000,7.13000,6.50657,2298.00000,-1.59000
599529.345781356,6754626.75342908,288.43494,0.04029,-0.00139,0.00224,0.00000,8.53000,7.32055,2310.00000,-1.59000
599341.305546009,6755077.02940206,306.11932,0.14800,-0.00028,0.00235,0.34000,10.55000,8.14583,2260.00000,-1.28000
599323.255737513,6755062.59437137,306.11932,0.08352,-0.00028,0.00235,0.34000,10.55000,8.14583,2260.00000,-1.28000
599299.493996938,6755047.40315735,310.76361,0.07757,-0.00072,-0.00217,4.04000,9.23000,6.82307,2254.00000,4.04000
599268.79314884,6755029.56562011,316.97491,0.07757,0.00140,0.00333,-0.25000,4.07000,7.30768,2258.00000,-1.99000
599242.58594432,6755012.81171494,316.97491,0.09299,0.00140,0.00333,-0.25000,4.07000,7.30768,2258.00000,-1.99000
599217.624841129,6754996.68483167,320.90613,0.06217,-0.00123,-0.00247,3.04000,7.13000,7.34194,2254.00000,3.04000
599192.927800862,6754979.97221797,328.49573,0.09918,-0.00086,0.00108,0.51000,4.29000,6.48231,2253.00000,0.00000
599168.446905168,6754964.0459092,328.49573,0.09626,-0.00086,0.00108,0.51000,4.29000,6.48231,2253.00000,0.00000
599089.582199111,6755051.70420945,317.86243,0.06537,0.00245,0.00334,-1.27000,2.86000,5.05743,2245.00000,-3.97000
599092.580499123,6755074.41660839,317.86243,0.09923,0.00245,0.00334,-1.27000,2.86000,5.05743,2245.00000,-3.97000
599108.634354803,6755103.29436157,323.13010,0.06525,0.00017,-0.00203,2.02000,5.71000,7.12502,2238.00000,2.02000
599116.676260273,6755129.9494372,318.57635,0.12056,-0.00009,0.00029,2.02000,8.53000,8.06497,2235.00000,2.02000
599116.043117674,6755158.07492155,318.57635,0.13590,-0.00009,0.00029,2.02000,8.53000,8.06497,2235.00000,2.02000
599111.924033351,6755189.25113223,328.57043,0.08700,-0.00142,0.00021,1.52000,3.93000,7.51078,2230.00000,0.00000
599107.918885056,6755217.69558128,327.99463,0.08700,0.00038,-0.00100,3.04000,7.82000,6.72553,2226.00000,3.04000
599103.462585481,6755246.79937049,343.07248,0.17507,0.00097,0.00066,2.02000,10.55000,8.54535,2222.00000,2.02000
599095.614219288,6755275.86371059,343.07248,0.18715,0.00097,0.00066,2.02000,10.55000,8.54535,2222.00000,2.02000
599079.413344924,6755299.90715758,341.56506,0.18715,0.00130,0.00404,1.01000,9.46000,7.87685,2217.00000,1.01000
599057.716152694,6755321.12046936,354.17365,0.15134,-0.00002,0.00332,2.02000,14.57000,8.75030,2210.00000,0.00000
599035.950915683,6755343.19230895,327.87500,0.15134,0.00123,0.00100,2.02000,11.91000,9.01589,2208.00000,2.02000
599015.767192494,6755364.32056985,348.31064,0.17822,-0.00055,0.00283,2.53000,16.65000,10.48613,2201.00000,2.02000
598994.499063832,6755386.17562806,340.82098,0.17822,0.00047,-0.00233,5.05000,13.51000,8.65386,2198.00000,5.05000
598972.036339444,6755407.72562765,352.11685,0.19898,0.00182,-0.00148,7.05000,18.69000,11.58858,2192.00000,7.05000
598950.227610336,6755428.69138267,350.90973,0.13622,-0.00183,0.00105,3.04000,11.91000,8.99178,2190.00000,3.04000
598930.459832914,6755447.96561708,358.72696,0.13925,0.00050,0.00423,3.04000,15.26000,8.00668,2187.00000,3.04000
598907.70124895,6755469.90839396,328.67133,0.17212,0.00023,-0.00003,2.70000,13.51000,9.55259,2183.00000,2.02000
598894.002447777,6755483.31602557,342.64597,0.19575,0.00144,0.00074,3.37000,17.42000,11.83443,2177.00000,2.02000
598867.308747953,6755491.53729559,341.56506,0.19575,-0.00020,0.00041,4.04000,13.77000,8.98488,2174.00000,4.04000
598836.899715563,6755494.25642239,354.55966,0.14816,-0.00143,-0.00206,7.05000,9.74000,7.51078,2171.00000,7.05000
598808.442728171,6755497.45984017,354.55966,0.13012,-0.00143,-0.00206,7.05000,9.74000,7.51078,2171.00000,7.05000
598778.072731706,6755503.25635595,353.04706,0.12707,0.00009,0.00197,2.02000,3.09000,7.35474,2173.00000,2.02000
598749.248130451,6755499.98005811,329.93143,0.12707,0.00055,0.00109,2.53000,2.86000,7.81308,2171.00000,0.40000
