X,Y,Donjek_asp,northness,profilecur,tangential,Sx_G2_d200,Sx_G13_d20,Donjek_slo,DonjekDEM_,Sx_G4_d200
599095.626939824,6755043.7209583,317.86243,0.06537,0.00245,0.00334,-1.27000,2.86000,5.05743,2245.00000,-3.97000
599087.351821547,6755065.9002291,317.86243,0.06537,0.00245,0.00334,-1.27000,2.86000,5.05743,2245.00000,-3.97000
599103.928430893,6755094.44286044,323.13010,0.06525,0.00017,-0.00203,2.02000,5.71000,7.12502,2238.00000,2.02000
599114.82876494,6755120.11925161,318.57635,0.12056,-0.00009,0.00029,2.02000,8.53000,8.06497,2235.00000,2.02000
599117.386796554,6755148.16496805,318.57635,0.12056,-0.00009,0.00029,2.02000,8.53000,8.06497,2235.00000,2.02000
599113.21596217,6755179.35186126,328.57043,0.13590,-0.00142,0.00021,1.52000,3.93000,7.51078,2230.00000,0.00000
599109.367091061,6755207.79872317,327.99463,0.08700,0.00038,-0.00100,3.04000,7.82000,6.72553,2226.00000,3.04000
599105.012209441,6755236.90489083,327.99463,0.17507,0.00038,-0.00100,3.04000,7.82000,6.72553,2226.00000,3.04000
599098.728124952,6755266.3791935,343.07248,0.14215,0.00097,0.00066,2.02000,10.55000,8.54535,2222.00000,2.02000
599086.100494737,6755292.47719712,10.22217,0.18715,0.00089,-0.00011,4.04000,14.83000,10.96241,2215.00000,4.04000
599065.086755613,6755314.3522267,341.56506,0.15104,0.00130,0.00404,1.01000,9.46000,7.87685,2217.00000,1.01000
599042.79740339,6755335.91349328,354.17365,0.15134,-0.00002,0.00332,2.02000,14.57000,8.75030,2210.00000,0.00000
599022.689562812,6755357.13234942,327.87500,0.17822,0.00123,0.00100,2.02000,11.91000,9.01589,2208.00000,2.02000
599001.480322865,6755379.03827657,348.31064,0.17822,-0.00055,0.00283,2.53000,16.65000,10.48613,2201.00000,2.02000
598979.355951858,6755400.91227419,352.11685,0.19898,0.00182,-0.00148,7.05000,18.69000,11.58858,2192.00000,7.05000
598957.396366129,6755421.68922286,350.90973,0.19898,-0.00183,0.00105,3.04000,11.91000,8.99178,2190.00000,3.04000
598937.612211721,6755440.99881061,358.72696,0.13925,0.00050,0.00423,3.04000,15.26000,8.00668,2187.00000,3.04000
598914.912522774,6755462.98846969,328.67133,0.13925,0.00023,-0.00003,2.70000,13.51000,9.55259,2183.00000,2.02000
598900.489975127,6755476.82831824,328.67133,0.19575,0.00023,-0.00003,2.70000,13.51000,9.55259,2183.00000,2.02000
598877.297879216,6755490.95190292,341.56506,0.19575,-0.00020,0.00041,4.04000,13.77000,8.98488,2174.00000,4.04000
598846.866572065,6755493.21495692,341.56506,0.14816,-0.00020,0.00041,4.04000,13.77000,8.98488,2174.00000,4.04000
598818.358328388,6755496.30066421,354.55966,0.13012,-0.00143,-0.00206,7.05000,9.74000,7.51078,2171.00000,7.05000
598787.832445782,6755501.04217716,353.04706,0.13012,0.00009,0.00197,2.02000,3.09000,7.35474,2173.00000,2.02000
598758.8379984,6755502.741834,329.93143,0.12707,0.00055,0.00109,2.53000,2.86000,7.81308,2171.00000,0.40000
598729.583289716,6755493.55337797,329.93143,0.11765,0.00055,0.00109,2.53000,2.86000,7.81308,2171.00000,0.40000
598699.415832125,6755484.38957703,329.93143,0.11765,0.00102,-0.00042,3.04000,4.29000,7.81308,2168.00000,3.04000
598673.794249239,6755477.6110976,339.77515,0.11765,0.00075,0.00130,1.27000,2.86000,7.21260,2171.00000,1.01000
598647.402016854,6755465.78596907,339.77515,0.11781,0.00075,0.00130,1.27000,2.86000,7.21260,2171.00000,1.01000
598638.905244594,6755533.30299758,340.70996,0.13910,-0.00053,0.00033,4.04000,2.86000,7.54407,2158.00000,4.04000
598650.759752826,6755555.85549414,341.56506,0.12091,0.00017,0.00024,3.04000,4.29000,8.43166,2160.00000,3.04000
598680.791372904,6755567.4012811,343.17859,0.13307,-0.00258,-0.00005,5.05000,3.58000,7.99106,2155.00000,5.05000
598708.644950132,6755580.811298,343.17859,0.14507,-0.00258,-0.00005,5.05000,3.58000,7.99106,2155.00000,5.05000
598736.398891502,6755591.29435509,337.98871,0.11470,-0.00328,-0.00137,6.05000,8.09000,9.00212,2156.00000,6.05000
598765.116739081,6755601.67063532,1.16914,0.15136,0.00057,0.00477,3.04000,19.44000,8.70758,2156.00000,1.59000
598793.256912559,6755612.52167729,1.16914,0.17786,0.00057,0.00477,3.04000,19.44000,8.70758,2156.00000,1.59000
598826.258215378,6755589.97723749,14.65675,0.07442,0.00265,0.00355,4.04000,18.44000,11.85743,2163.00000,4.04000
598834.590593874,6755561.04325374,14.65675,0.20782,0.00265,0.00355,4.04000,18.44000,11.85743,2163.00000,4.04000
598833.767020571,6755532.06630621,2.38594,0.19906,0.00169,0.00095,5.05000,14.83000,8.53806,2168.00000,5.05000
598834.275815053,6755501.62071862,354.55966,0.14816,-0.00143,-0.00206,7.05000,9.74000,7.51078,2171.00000,7.05000
598837.466615325,6755471.02534638,351.86990,0.14816,0.00108,-0.00110,4.04000,3.58000,7.55237,2178.00000,4.04000
598837.910938992,6755441.13803118,351.86990,0.14190,0.00108,-0.00110,4.04000,3.58000,7.55237,2178.00000,4.04000
598834.447961676,6755411.98542318,344.05460,0.14183,-0.00138,-0.00128,5.05000,5.71000,7.77295,2182.00000,5.05000
598835.180585786,6755381.67427575,334.79889,0.10835,0.00147,-0.00128,3.04000,5.71000,6.69739,2188.00000,3.04000
598835.381826297,6755352.81527817,329.03625,0.10835,-0.00228,-0.00205,3.04000,6.42000,6.23939,2190.00000,3.04000
598835.354950145,6755322.7021548,329.03625,0.11125,-0.00228,-0.00205,3.04000,6.42000,6.23939,2190.00000,3.04000
598834.234521697,6755290.90937679,326.30994,0.09579,0.00090,-0.00029,2.02000,6.42000,6.42860,2196.00000,2.02000
598833.12151253,6755261.1133278,329.03625,0.05888,-0.00041,-0.00208,4.04000,7.13000,5.20577,2198.00000,4.04000
598833.310040615,6755231.23539076,340.20111,0.05888,0.00034,-0.00034,1.52000,5.71000,4.74657,2202.00000,0.00000
598835.266013378,6755207.04705138,340.20111,0.05899,0.00034,-0.00034,1.52000,5.71000,4.74657,2202.00000,0.00000
598788.523384245,6755272.68668469,331.92752,0.09316,0.00041,0.00145,1.27000,3.37000,6.06492,2198.00000,0.00000
598788.527285752,6755286.76523871,331.26019,0.09316,-0.00004,0.00004,2.02000,5.00000,6.30478,2193.00000,1.01000
598814.65008078,6755278.13874022,329.03625,0.09316,-0.00041,-0.00208,4.04000,7.13000,5.20577,2198.00000,4.04000
598845.536055811,6755268.84568649,297.18109,0.09579,-0.00176,-0.00131,1.01000,9.93000,7.40573,2201.00000,1.01000
598873.38309537,6755258.64592008,297.18109,0.07432,-0.00176,-0.00131,1.01000,9.93000,7.40573,2201.00000,1.01000
598901.381036182,6755249.8635861,303.69006,0.07432,0.00084,0.00162,0.00000,3.58000,7.70016,2208.00000,-2.38000
598931.96299712,6755239.51747938,310.60129,0.09927,0.00149,0.00283,-0.68000,3.58000,6.57401,2216.00000,-2.78000
598957.625234915,6755231.60095527,310.60129,0.10840,0.00149,0.00283,-0.68000,3.58000,6.57401,2216.00000,-2.78000
598987.744208606,6755220.16747179,317.12109,0.09299,-0.00024,-0.00038,0.00000,5.71000,6.80923,2217.00000,-1.01000
599015.719298179,6755210.99705594,316.97491,0.09299,-0.00002,0.00064,0.00000,4.29000,7.30768,2221.00000,0.00000
599043.949310468,6755201.54024153,329.53445,0.10545,-0.00011,0.00073,1.52000,3.58000,7.02736,2224.00000,0.00000
599072.622433515,6755190.8882002,323.74615,0.09931,0.00123,0.00124,1.01000,2.15000,6.63125,2229.00000,1.01000
599101.57807532,6755179.35524744,328.57043,0.11153,-0.00142,0.00021,1.52000,3.93000,7.51078,2230.00000,0.00000
599128.159704069,6755168.8241207,333.43494,0.13590,-0.00245,-0.00016,3.04000,7.54000,8.73964,2232.00000,3.04000
599157.245769764,6755161.61681768,333.43494,0.13896,-0.00245,-0.00016,3.04000,7.54000,8.73964,2232.00000,3.04000
599185.032651727,6755150.4914563,336.44775,0.14196,0.00259,-0.00016,1.52000,6.99000,7.57308,2242.00000,0.00000
599215.36807865,6755139.25083665,327.09476,0.10541,0.00291,0.00035,1.01000,8.92000,7.21260,2245.00000,1.01000
599242.502846498,6755130.10726526,338.19861,0.12388,0.00413,0.00323,0.00000,10.01000,7.66758,2249.00000,-1.92000
599271.669729245,6755124.05148426,338.19861,0.15738,0.00413,0.00323,0.00000,10.01000,7.66758,2249.00000,-1.92000
599300.855518906,6755113.18135513,322.43140,0.15738,-0.00172,0.00215,0.34000,10.83000,5.85281,2252.00000,-1.01000
599326.31376817,6755102.69293821,335.37643,0.14800,0.00148,0.00259,0.51000,12.17000,9.36965,2257.00000,-2.38000
599344.895112642,6755094.16903153,335.37643,0.09901,0.00148,0.00259,0.51000,12.17000,9.36965,2257.00000,-2.38000
599100.100247582,6754920.65552229,288.43494,0.03417,0.00015,-0.00016,1.77000,7.13000,6.20388,2248.00000,-0.40000
599076.093785006,6754904.90993838,332.35403,0.10531,-0.00202,-0.00206,4.04000,5.71000,8.42796,2246.00000,4.04000
599050.800825869,6754887.77938159,332.35403,0.12983,-0.00202,-0.00206,4.04000,5.71000,8.42796,2246.00000,4.04000
599023.852545326,6754871.46169168,331.18921,0.12983,-0.00046,0.00006,3.79000,5.71000,8.11897,2250.00000,3.04000
598999.132018002,6754855.95104441,320.19443,0.12375,-0.00052,0.00053,5.30000,5.00000,8.33130,2247.00000,0.40000
598973.739003383,6754840.70366395,320.19443,0.11131,-0.00052,0.00053,5.30000,5.00000,8.33130,2247.00000,0.40000
598949.588472487,6754825.26277421,331.55707,0.12965,-0.00102,-0.00224,11.25000,8.53000,9.68100,2247.00000,6.33000
598925.720355611,6754809.2382869,331.55707,0.14786,-0.00102,-0.00224,11.25000,8.53000,9.68100,2247.00000,6.33000
598899.807307484,6754791.51175596,251.56505,0.14211,-0.00060,0.00848,16.96000,4.29000,5.64371,2252.00000,8.28000
598980.624030301,6754975.67630047,308.88449,0.07753,-0.00002,-0.00101,2.28000,8.53000,7.09409,2235.00000,1.01000
598980.854902935,6754990.42701868,308.88449,0.12318,-0.00002,-0.00101,2.28000,8.53000,7.09409,2235.00000,1.01000
598956.424460222,6754981.25510133,315.00000,0.07753,0.00107,0.00139,4.55000,5.71000,7.30339,2233.00000,0.00000
598923.817787142,6754973.73425425,315.00000,0.08989,0.00107,0.00139,4.55000,5.71000,7.30339,2233.00000,0.00000
598894.678662182,6754977.17438089,309.47247,0.08668,-0.00085,-0.00099,8.30000,8.53000,7.83706,2227.00000,2.02000
598863.059164413,6754984.38329965,316.78992,0.10211,-0.00043,-0.00183,12.22000,7.13000,8.05334,2223.00000,4.04000
598837.072070166,6754991.1446093,350.75391,0.04661,-0.00332,-0.00446,19.25000,7.13000,7.75280,2218.00000,11.00000
598807.442713392,6755000.8365544,311.42365,0.04676,-0.00037,-0.00192,15.09000,6.42000,4.05256,2217.00000,5.05000
598780.123188806,6755010.41882896,337.83365,0.08403,-0.00094,-0.00113,21.03000,3.58000,5.20577,2215.00000,8.28000
598751.894498597,6755023.3025498,340.46335,0.08403,0.00015,0.00026,25.10000,2.08000,5.86899,2215.00000,14.39000
598726.986065745,6755035.04034421,340.46335,0.08398,0.00015,0.00026,25.10000,2.08000,5.86899,2215.00000,14.39000
598701.592675919,6755054.45547335,344.05460,0.13004,0.00125,-0.00004,26.74000,2.25000,7.77295,2210.00000,17.69000
598682.008460643,6755076.96618769,344.05460,0.10840,0.00125,-0.00004,26.74000,2.25000,7.77295,2210.00000,17.69000
598659.561389454,6755097.95198531,353.92755,0.14530,-0.00212,-0.00443,27.14000,5.71000,8.40205,2200.00000,17.69000
598642.903627765,6755117.35792713,353.92755,0.06848,-0.00212,-0.00443,27.14000,5.71000,8.40205,2200.00000,17.69000
598624.265395393,6755145.40855409,3.17983,0.06848,-0.00156,0.00055,28.14000,3.58000,6.42860,2197.00000,21.91000
598607.631647588,6755172.05290522,341.56506,0.12088,0.00227,-0.00148,24.89000,5.00000,7.32055,2193.00000,14.76000
598593.596359654,6755197.71570665,356.34778,0.15408,0.00052,-0.00012,28.53000,2.86000,8.37234,2192.00000,24.26000
598582.241066595,6755224.42464597,1.27303,0.13925,-0.00088,-0.00096,26.13000,4.29000,8.00668,2185.00000,21.22000
598575.371006192,6755255.02257629,4.76364,0.07479,-0.00276,0.00112,23.63000,3.82000,4.30396,2181.00000,14.02000
598571.524768259,6755284.45310965,332.35403,0.06545,0.00373,0.00144,19.70000,2.81000,4.23690,2181.00000,6.33000
598563.387889362,6755314.27669062,332.35403,0.09923,0.00373,0.00144,19.70000,2.81000,4.23690,2181.00000,6.33000
598560.837470185,6755344.58699598,323.13010,0.09923,0.00085,0.00037,15.32000,3.09000,7.12502,2176.00000,3.57000
598572.557252476,6755378.81387025,315.00000,0.08989,0.00056,0.00026,11.49000,5.00000,7.30339,2172.00000,1.19000
598514.697876545,6755479.15940296,320.90613,0.09006,0.00175,0.00008,15.56000,2.86000,7.34194,2159.00000,5.54000
598494.473870706,6755491.31267281,311.18591,0.08674,0.00071,0.00031,12.22000,5.00000,7.56894,2155.00000,3.97000
598466.33167807,6755479.35516849,336.80139,0.08674,0.00078,-0.00224,22.34000,5.71000,8.12665,2155.00000,12.13000
598437.442549728,6755468.61682655,12.65256,0.10222,-0.00058,-0.00187,27.34000,3.58000,8.91902,2154.00000,22.93000
598409.511267851,6755457.58017883,12.65256,0.15127,-0.00058,-0.00187,27.34000,3.58000,8.91902,2154.00000,22.93000
598382.521473887,6755446.51750412,33.69007,0.18291,-0.00198,-0.00077,32.47000,1.40000,12.69930,2157.00000,29.32000
598366.639270802,6755437.14858836,41.24827,0.18291,-0.00246,-0.00018,35.43000,-0.56000,15.11830,2165.00000,31.68000
598391.110671548,6755421.52850561,41.24827,0.15408,-0.00246,-0.00018,35.43000,-0.56000,15.11830,2165.00000,31.68000
598418.201646251,6755410.77285568,21.80141,0.15408,-0.00103,-0.00202,30.07000,2.25000,9.55259,2160.00000,25.24000
598447.694472539,6755401.06576423,347.00537,0.12093,0.00017,-0.00162,23.84000,3.09000,7.12942,2160.00000,16.97000
598476.08770552,6755391.9810343,355.60129,0.09629,-0.00008,-0.00074,27.14000,3.09000,6.96898,2165.00000,21.57000
598509.61137909,6755380.52278563,343.61047,0.09308,0.00028,-0.00091,24.26000,4.29000,6.31977,2166.00000,9.83000
598535.94260239,6755371.57494179,321.34021,0.09308,-0.00031,-0.00072,18.79000,5.71000,6.84608,2168.00000,3.57000
598560.743940032,6755363.33436705,315.00000,0.08989,0.00056,0.00026,11.49000,5.00000,7.30339,2172.00000,1.19000
598587.894677138,6755353.94531222,323.13010,0.07455,0.00085,0.00037,15.32000,3.09000,7.12502,2176.00000,3.57000
598617.983930305,6755344.69788719,323.53076,0.07159,0.00062,-0.00104,9.78000,4.29000,5.10736,2178.00000,3.04000
598648.9737649,6755333.07137418,312.51044,0.06840,-0.00123,-0.00000,5.80000,5.71000,5.80943,2180.00000,0.64000
598676.738319329,6755320.39974005,312.51044,0.09927,-0.00123,-0.00000,5.80000,5.71000,5.80943,2180.00000,0.64000
598708.882902751,6755291.67790615,311.18591,0.09923,0.00041,0.00165,2.78000,5.71000,7.56894,2188.00000,-1.19000
598739.101456652,6755252.54950633,321.34021,0.09308,-0.00078,-0.00066,3.04000,5.71000,6.84608,2194.00000,3.04000
598782.67868461,6755218.12717291,323.13010,0.07467,0.00135,0.00196,2.53000,3.09000,5.35582,2202.00000,-1.01000
598819.685310926,6755182.79119013,332.52557,0.07782,0.00013,0.00319,2.02000,4.07000,5.03227,2207.00000,-1.19000
598832.552851347,6755167.47733628,332.52557,0.08998,0.00013,0.00319,2.02000,4.07000,5.03227,2207.00000,-1.19000
598836.827392075,6755141.0987366,330.94540,0.11457,-0.00090,0.00092,4.30000,5.00000,7.33339,2209.00000,3.04000
598836.045164123,6755112.56617505,325.88553,0.11457,0.00129,0.00056,5.55000,4.51000,6.67385,2214.00000,0.00000
598836.517319966,6755081.9454782,325.88553,0.08393,0.00129,0.00056,5.55000,4.51000,6.67385,2214.00000,0.00000
598837.085839679,6755052.81692604,301.75946,0.05914,0.00076,0.00132,10.27000,4.49000,4.41344,2217.00000,-0.40000
598836.115365877,6755020.97755412,311.42365,0.04661,-0.00037,-0.00192,15.09000,6.42000,4.05256,2217.00000,5.05000
598836.155251556,6754992.10595948,350.75391,0.04661,-0.00332,-0.00446,19.25000,7.13000,7.75280,2218.00000,11.00000
598836.296254449,6754962.47466808,350.75391,0.10211,-0.00332,-0.00446,19.25000,7.13000,7.75280,2218.00000,11.00000
598835.997424466,6754931.59265798,354.17365,0.14501,0.00178,-0.00223,21.91000,3.93000,8.75030,2227.00000,12.89000
598837.172172932,6754900.95582993,347.61923,0.12392,-0.00034,0.00035,25.31000,2.86000,7.47314,2233.00000,15.13000
598838.477632448,6754871.78477064,1.08092,0.12392,-0.00096,-0.00086,29.50000,2.25000,9.40589,2238.00000,19.83000
598838.664658257,6754841.83545799,1.08092,0.12397,-0.00096,-0.00086,29.50000,2.25000,9.40589,2238.00000,19.83000
598851.140633576,6754814.16511449,350.75391,0.13315,0.00031,-0.00155,23.20000,2.86000,7.75280,2244.00000,13.27000
598872.567516615,6754798.67088659,67.38013,0.14211,-0.00593,0.00680,26.33000,5.71000,4.64508,2248.00000,14.85000
599104.836481314,6754552.1503438,11.82149,0.05283,-0.00568,-0.00577,31.38000,8.53000,7.81709,2281.00000,23.60000
599144.51638606,6754593.92223339,300.37912,0.11169,0.00255,0.00363,20.37000,1.74000,5.99683,2288.00000,10.22000
599195.610327462,6754634.47981294,338.74951,0.12357,0.00045,-0.00087,14.14000,5.00000,6.88273,2284.00000,4.04000
599235.436200695,6754677.25304055,325.00800,0.12687,-0.00100,-0.00145,5.05000,8.53000,8.67539,2281.00000,3.04000
599278.066783184,6754719.80000118,335.13629,0.10845,-0.00061,0.00041,2.70000,5.00000,8.03782,2280.00000,1.19000
599318.434108925,6754760.90761493,307.23483,0.05274,-0.00031,-0.00155,2.28000,6.42000,5.60432,2274.00000,1.01000
599361.879796743,6754805.06869986,337.61987,0.10556,0.00057,0.00232,0.25000,6.32000,6.55482,2280.00000,-1.99000
599405.518374013,6754847.26412648,286.69925,0.03718,-0.00505,-0.00271,5.05000,18.00000,7.43530,2275.00000,5.05000
599449.929341473,6754887.94014942,300.61859,0.08922,-0.00220,0.00124,-1.01000,9.93000,10.08922,2282.00000,-1.59000
599492.888394271,6754928.09289056,326.68936,0.10845,-0.00142,0.00186,-1.01000,10.31000,7.45635,2283.00000,-1.01000
599728.044558449,6754775.75703621,329.67639,0.16266,-0.00044,-0.00036,2.02000,10.31000,10.86167,2320.00000,1.01000
599764.160678748,6754729.25533967,323.13010,0.17096,-0.00044,-0.00015,-2.02000,8.53000,12.33909,2331.00000,-2.02000
599799.628758969,6754682.18253761,290.55603,0.06214,0.00198,0.00476,-5.05000,7.13000,9.10145,2339.00000,-6.72000
599835.584022732,6754633.62724168,286.11340,0.04343,-0.00283,-0.00082,-2.02000,12.68000,8.32756,2341.00000,-2.02000
599871.073240968,6754584.85673252,263.99100,-0.03110,0.00285,0.00207,-5.80000,4.85000,6.80923,2351.00000,-6.72000
599906.519891154,6754535.77194618,246.80141,-0.02474,-0.00171,-0.00157,-5.55000,11.31000,6.78608,2350.00000,-5.75000
599941.328617786,6754487.81640501,267.79742,0.01551,-0.00156,-0.00292,-5.55000,11.31000,9.23659,2354.00000,-6.05000
599976.258154368,6754439.18612597,246.80141,0.01548,0.00214,0.00150,-5.05000,7.13000,9.45833,2363.00000,-8.28000
600011.565113874,6754390.38364374,253.30075,-0.02488,0.00286,-0.00105,-4.55000,5.32000,7.43530,2366.00000,-7.05000
600046.955125825,6754341.35216598,248.19859,-0.03731,0.00006,0.00056,-4.30000,7.13000,5.76572,2368.00000,-6.33000
600116.903756462,6754244.32006444,272.86243,-0.00931,-0.00058,0.00059,-2.28000,8.53000,7.13383,2371.00000,-4.04000
600152.353828668,6754195.38053609,266.63354,0.00621,-0.00235,0.00155,0.00000,11.31000,6.07533,2375.00000,0.00000
600187.109814849,6754147.58996295,264.80557,0.00311,-0.00144,-0.00390,-1.01000,12.68000,7.86096,2377.00000,-1.01000
600222.550583606,6754098.78800429,273.36646,-0.01247,0.00133,-0.00011,-3.04000,6.71000,6.07533,2385.00000,-3.04000
600257.439345424,6754050.47858889,286.92749,0.02181,-0.00025,-0.00266,-1.01000,5.71000,4.29657,2387.00000,-1.01000
600431.889352187,6753921.45620136,293.19861,0.03417,0.00102,0.00063,-2.02000,5.71000,5.43801,2411.00000,-2.02000
600470.574458432,6753922.58200178,288.43494,0.03417,-0.00148,-0.00057,-2.02000,8.53000,6.20388,2413.00000,-2.02000
600500.61583307,6753974.8959267,298.81079,0.06806,0.00197,0.00273,-4.04000,3.12000,8.11897,2419.00000,-3.97000
600523.381493513,6754030.31266304,317.29059,0.02182,-0.00039,-0.00106,2.02000,5.71000,6.30978,2417.00000,2.02000
600545.825455555,6754085.33625555,305.53766,0.04672,0.00142,0.00293,-2.36000,2.81000,4.61074,2416.00000,-3.20000
600568.472927634,6754141.86115759,309.55966,0.06226,-0.00041,-0.00083,2.02000,5.71000,5.32616,2414.00000,2.02000
600590.889914174,6754197.82491443,295.34619,0.01872,-0.00163,-0.00003,0.00000,4.29000,3.75889,2412.00000,-1.92000
600613.005332985,6754253.12008449,302.47119,0.01560,-0.00134,-0.00053,-0.51000,2.86000,2.33323,2412.00000,-0.64000
600635.509395693,6754308.25363535,322.59464,0.05301,0.00063,-0.00125,2.02000,5.71000,3.82613,2411.00000,2.02000
600639.696642656,6754452.58150921,196.38954,-0.05304,0.00202,0.00130,-1.52000,2.26000,3.16952,2409.00000,-1.99000
600606.449655438,6754474.64415578,196.38954,-0.00000,0.00202,0.00130,-1.52000,2.26000,3.16952,2409.00000,-1.99000
600547.405540141,6754462.45150356,267.51044,-0.00312,0.00254,0.00264,-2.53000,1.97000,4.11493,2407.00000,-3.97000
600488.433268611,6754452.28912715,281.30994,0.03119,-0.00085,0.00211,-1.69000,7.13000,5.46126,2402.00000,-3.20000
600430.307443678,6754442.17272369,303.69006,0.03119,0.00111,0.00054,0.00000,3.58000,3.86754,2397.00000,0.00000
600370.85269027,6754432.04785029,267.27368,0.04672,0.00178,0.00300,-2.36000,3.47000,3.75889,2397.00000,-4.36000
600312.387655157,6754421.77526116,275.19443,-0.00312,0.00026,-0.00047,-2.02000,5.71000,3.94906,2389.00000,-2.78000
600253.286427847,6754411.70382983,278.97263,0.00936,-0.00052,0.00135,-2.53000,3.47000,3.43994,2387.00000,-3.04000
600194.511694802,6754401.82421061,265.60129,-0.00000,0.00134,0.00070,-4.04000,5.71000,6.96898,2381.00000,-5.15000
600134.078880867,6754391.42061675,276.34021,-0.01864,-0.00184,-0.00186,-1.01000,8.53000,6.45795,2374.00000,-1.01000
600075.02048376,6754381.1613001,254.74489,0.00312,0.00048,-0.00069,-4.04000,5.54000,4.07606,2369.00000,-4.04000
600016.280963975,6754371.06035112,253.30075,-0.03719,0.00286,-0.00105,-4.55000,5.32000,7.43530,2366.00000,-7.05000
599958.484147298,6754361.75261714,257.73523,-0.03699,0.00004,-0.00334,-2.78000,9.93000,8.36862,2352.00000,-5.05000
599898.451522059,6754351.08233883,272.60257,-0.03099,-0.00147,0.00047,-0.51000,9.93000,7.83706,2347.00000,-3.57000
599838.181763407,6754340.13956539,273.81409,-0.00310,-0.00045,-0.00119,2.36000,8.53000,8.02227,2336.00000,1.99000
599779.167438411,6754330.39309002,287.24146,0.02800,-0.00143,-0.00146,5.05000,7.83000,5.42050,2331.00000,3.57000
599722.142030428,6754320.14077349,0.00000,0.05616,-0.00228,-0.00291,7.05000,7.21000,3.21949,2328.00000,7.05000
599661.558411267,6754309.37068706,351.02737,0.11790,0.00041,0.00021,3.54000,1.97000,6.85526,2335.00000,1.01000
599603.612905074,6754298.91958927,326.30994,0.09316,0.00146,0.00287,5.30000,0.28000,6.42860,2335.00000,-2.02000
599540.695375579,6754339.43377561,345.96375,0.09947,0.00116,0.00007,14.85000,2.86000,5.88513,2326.00000,0.00000
599535.17167555,6754390.77354363,338.19861,0.04989,-0.00154,-0.00197,7.30000,5.71000,5.76572,2320.00000,6.05000
599560.700927905,6754449.33550992,348.69006,0.03123,-0.00123,-0.00022,2.02000,5.89000,1.82533,2317.00000,2.02000
599582.188017431,6754501.16127458,280.00800,-0.02495,0.00079,-0.00017,1.27000,5.87000,3.08788,2317.00000,1.01000
599605.659391392,6754557.61498891,284.74356,0.00624,-0.00001,-0.00040,0.00000,7.83000,3.51335,2319.00000,-1.59000
599629.072234028,6754612.48970805,276.34021,-0.01241,-0.00054,-0.00028,-0.76000,7.83000,4.85245,2318.00000,-2.02000
599652.909500531,6754667.70173458,268.36340,-0.00311,0.00055,-0.00015,-2.53000,7.21000,6.24444,2323.00000,-4.47000
599676.244757917,6754721.75937102,325.12466,0.09603,0.00052,0.00009,0.00000,7.13000,7.16457,2319.00000,0.00000
599699.905360748,6754776.84432424,336.25049,0.15402,0.00145,-0.00006,1.01000,8.92000,9.68737,2318.00000,1.01000
599857.615284412,6754621.69961538,289.98309,0.04947,0.00248,0.00159,-5.39000,6.42000,8.32382,2350.00000,-6.05000
599810.295873983,6754586.2634056,273.65222,0.00927,-0.00148,0.00213,-5.05000,9.93000,8.37234,2344.00000,-6.38000
599769.440257667,6754544.12540195,251.56505,-0.03724,-0.00114,0.00157,-2.78000,7.83000,6.76286,2338.00000,-4.04000
599741.04117097,6754491.48722028,228.94519,-0.08369,0.00272,0.00343,-2.02000,6.76000,7.32055,2334.00000,-5.94000
599730.163287305,6754436.55484497,293.19861,-0.03116,0.00010,0.00094,2.02000,7.82000,2.72514,2329.00000,0.40000
599736.846123691,6754376.85183942,276.34021,0.00312,-0.00186,-0.00085,3.54000,7.94000,1.62093,2328.00000,3.04000
599750.887635064,6754318.64055451,12.38076,0.02800,-0.00169,-0.00076,8.05000,5.88000,7.47314,2333.00000,8.05000
599767.57033047,6754260.87389787,336.80139,0.10861,0.00110,-0.00339,6.30000,7.13000,6.78608,2338.00000,4.04000
599788.024332162,6754209.06123695,330.52411,0.08390,-0.00093,-0.00281,12.70000,7.13000,4.71972,2341.00000,4.04000
599830.422592595,6754172.11721652,296.56506,0.02807,0.00029,-0.00008,10.27000,5.71000,3.99717,2347.00000,1.19000
599887.436045967,6754151.48094632,292.06790,0.05595,-0.00160,0.00079,3.54000,8.53000,7.11178,2354.00000,-2.02000
599941.133533964,6754126.6526956,301.42957,0.06816,0.00143,0.00144,1.27000,4.21000,7.51078,2360.00000,-5.11000
599993.559577317,6754096.58791777,283.39252,0.03112,0.00124,0.00333,7.05000,4.07000,3.85930,2366.00000,-4.76000
600046.101949661,6754069.77932482,251.56505,0.02485,0.00220,0.00316,6.55000,4.49000,6.20388,2373.00000,-4.76000
600102.347152165,6754052.47583569,262.56860,0.01866,-0.00010,0.00010,5.30000,5.71000,4.14577,2374.00000,-6.05000
600161.840375672,6754041.08241526,285.25513,0.02797,0.00096,0.00027,1.27000,4.76000,6.10126,2382.00000,-4.04000
600220.702289004,6754037.27530186,289.53665,0.02181,-0.00161,0.00080,0.00000,7.13000,5.86899,2386.00000,-2.02000
600280.698279487,6754043.3982109,288.43494,0.03110,-0.00175,-0.00238,1.01000,7.13000,5.64371,2390.00000,1.01000
600335.993142877,6754058.87340224,291.25049,0.04343,0.00000,-0.00186,-0.51000,7.13000,6.88273,2395.00000,-2.02000
600388.64466624,6754087.70696795,268.66779,-0.01862,-0.00056,-0.00047,-1.69000,5.71000,7.65532,2399.00000,-3.17000
