X;Y;field3;Sdb;WP;DonjekDEM
598660.343;6755558.71;408;0.1;408.1;2160
598650.76;6755555.86;408;0.2;408.2;2160
598689.603;6755572.13;409;0.1;409.1;2155
598680.791;6755567.4;409;0.2;409.2;2155
598717.95;6755584.41;410;0.1;410.1;2155
598708.645;6755580.81;410;0.2;410.2;2155
598745.792;6755594.67;411;0.1;411.1;2156
598736.399;6755591.29;411;0.2;411.2;2156
598774.503;6755605.11;412;0.1;412.1;2156
598765.117;6755601.67;412;0.2;412.2;2156
598802.458;6755616.43;413;0.1;413.1;2151
598793.257;6755612.52;413;0.2;413.2;2156
598830.589;6755580.97;414;0.1;414.1;2163
598826.258;6755589.98;414;0.2;414.2;2163
598834.289;6755551.05;415;0.1;415.1;2168
598834.591;6755561.04;415;0.2;415.2;2163
598833.521;6755522.05;416;0.1;416.1;2168
598833.767;6755532.07;416;0.2;416.2;2168
598835.226;6755491.69;417;0.1;417.1;2171
598834.276;6755501.62;417;0.2;417.2;2171
598838.658;6755461.12;418;0.1;418.1;2178
598837.467;6755471.03;418;0.2;418.2;2178
598836.009;6755431.3;419;0.1;419.1;2182
598837.911;6755441.14;419;0.2;419.2;2178
598834.801;6755401.97;420;0.1;420.1;2182
598834.448;6755411.99;420;0.2;420.2;2182
598835.208;6755371.69;421;0.1;421.1;2188
598835.181;6755381.67;421;0.2;421.2;2188
598835.546;6755342.82;422;0.1;422.1;2190
598835.382;6755352.82;422;0.2;422.2;2190
598835.004;6755312.72;423;0.1;423.1;2196
598835.355;6755322.7;423;0.2;423.2;2190
598833.881;6755280.92;424;0.1;424.1;2196
598834.235;6755290.91;424;0.2;424.2;2196
598832.709;6755251.12;425;0.1;425.1;2198
598833.122;6755261.11;425;0.2;425.2;2198
598834.327;6755221.31;426;0.1;426.1;2202
598833.31;6755231.24;426;0.2;426.2;2202
598835.076;6755197.05;427;0.1;427.1;2207
598835.266;6755207.05;427;0.2;427.2;2202
598783.77;6755281.47;428;0.1;428.1;2193
598788.523;6755272.69;428;0.2;428.2;2198
598797.897;6755283.33;429;0.1;429.1;2193
598788.527;6755286.77;429;0.2;429.2;2193
598824.394;6755275.82;430;0.1;430.1;2198
598814.65;6755278.14;430;0.2;430.2;2198
598854.803;6755265.07;431;0.1;431.1;2201
598845.536;6755268.85;431;0.2;431.2;2201
598882.982;6755255.92;432;0.1;432.1;2208
598873.383;6755258.65;432;0.2;432.2;2201
598910.729;6755246.33;433;0.1;433.1;2208
598901.381;6755249.86;433;0.2;433.2;2208
598941.603;6755236.86;434;0.1;434.1;2216
598931.963;6755239.52;434;0.2;434.2;2216
598966.876;6755227.84;435;0.1;435.1;2217
598957.625;6755231.6;435;0.2;435.2;2216
598997.226;6755216.97;436;0.1;436.1;2217
598987.744;6755220.17;436;0.2;436.2;2217
599025.293;6755208.04;437;0.1;437.1;2221
599015.719;6755211;437;0.2;437.2;2221
599053.282;6755197.9;438;0.1;438.1;2229
599043.949;6755201.54;438;0.2;438.2;2224
599082.078;6755187.7;439;0.1;439.1;2230
599072.622;6755190.89;439;0.2;439.2;2229
599110.454;6755174.8;440;0.1;440.1;2230
599101.578;6755179.36;440;0.2;440.2;2230
599138.02;6755167.25;441;0.1;441.1;2232
599128.16;6755168.82;441;0.2;441.2;2232
599166.417;6755157.63;442;0.1;442.1;2242
599157.246;6755161.62;442;0.2;442.2;2232
599194.506;6755147.34;443;0.1;443.1;2242
599185.033;6755150.49;443;0.2;443.2;2242
599224.527;6755135.28;444;0.1;444.1;2245
599215.368;6755139.25;444;0.2;444.2;2245
599252.406;6755128.76;445;0.1;445.1;2249
599242.503;6755130.11;445;0.2;445.2;2249
599281.059;6755120.67;446;0.1;446.1;2250
599271.67;6755124.05;446;0.2;446.2;2249
599310.133;6755109.51;447;0.1;447.1;2252
599300.856;6755113.18;447;0.2;447.2;2252
599335.395;6755098.55;448;0.1;448.1;2257
599326.314;6755102.69;448;0.2;448.2;2257
599353.635;6755089.28;449;0.1;449.1;2257
599344.895;6755094.17;449;0.2;449.2;2257
599068.034;6754899;451;0.1;451.1;2246
599076.094;6754904.91;451;0.2;451.2;2246
599042.131;6754882.76;452;0.1;452.1;2246
599050.801;6754887.78;452;0.2;452.2;2246
599015.484;6754866;453;0.1;453.1;2250
599023.853;6754871.46;453;0.2;453.2;2250
598990.465;6754850.98;454;0.1;454.1;2247
598999.132;6754855.95;454;0.2;454.2;2247
598965.382;6754835.21;455;0.1;455.1;2253
598973.739;6754840.7;455;0.2;455.2;2247
598940.994;6754820.12;456;0.1;456.1;2247
598949.588;6754825.26;456;0.2;456.2;2247
598918.119;6754802.72;457;0.1;457.1;2246
598925.72;6754809.24;457;0.2;457.2;2247
598890.646;6754787.5;458;0.1;458.1;2252
598899.807;6754791.51;458;0.2;458.2;2252
598971.391;6754987.14;460;0.1;460.1;2235
598980.855;6754990.43;460;0.2;460.2;2235
598947.395;6754977;461;0.1;461.1;2233
598956.424;6754981.26;461;0.2;461.2;2233
598913.848;6754974.42;462;0.1;462.1;2227
598923.818;6754973.73;462;0.2;462.2;2233
598884.904;6754979.37;463;0.1;463.1;2227
598894.679;6754977.17;463;0.2;463.2;2227
598853.329;6754986.66;464;0.1;464.1;2223
598863.059;6754984.38;464;0.2;464.2;2223
598827.588;6754994.37;465;0.1;465.1;2218
598837.072;6754991.14;465;0.2;465.2;2218
598797.861;6755003.76;466;0.1;466.1;2215
598807.443;6755000.84;466;0.2;466.2;2217
598771.013;6755014.59;467;0.1;467.1;2215
598780.123;6755010.42;467;0.2;467.2;2215
598742.792;6755027.43;468;0.1;468.1;2215
598751.894;6755023.3;468;0.2;468.2;2215
598718.13;6755039.64;469;0.1;469.1;2214
598726.986;6755035.04;469;0.2;469.2;2215
598695.59;6755062.45;470;0.1;470.1;2210
598701.593;6755054.46;470;0.2;470.2;2210
598674.431;6755083.48;471;0.1;471.1;2200
598682.008;6755076.97;471;0.2;471.2;2210
598652.791;6755105.34;472;0.1;472.1;2200
598659.561;6755097.95;472;0.2;472.2;2200
598637.316;6755125.64;473;0.1;473.1;2197
598642.904;6755117.36;473;0.2;473.2;2200
598618.824;6755153.78;474;0.1;474.1;2197
598624.265;6755145.41;474;0.2;474.2;2197
598602.609;6755180.71;475;0.1;475.1;2193
598607.632;6755172.05;475;0.2;475.2;2193
598589.278;6755206.75;476;0.1;476.1;2185
598593.596;6755197.72;476;0.2;476.2;2192
598579.239;6755233.94;477;0.1;477.1;2185
598582.241;6755224.42;477;0.2;477.2;2185
598574.629;6755265.01;478;0.1;478.1;2181
598575.371;6755255.02;478;0.2;478.2;2181
598569.109;6755294.14;479;0.1;479.1;2181
598571.525;6755284.45;479;0.2;479.2;2181
598560.37;6755323.81;480;0.1;480.1;2176
598563.388;6755314.28;480;0.2;480.2;2181
598563.805;6755354.16;481;0.1;481.1;2176
598560.837;6755344.59;481;0.2;481.2;2176
598576.135;6755388.15;482;0.1;482.1;2172
598572.557;6755378.81;482;0.2;482.2;2172
598508.414;6755487.05;483;0.1;483.1;2155
598514.698;6755479.16;483;0.2;483.2;2159
598485.365;6755487.14;484;0.1;484.1;2155
598494.474;6755491.31;484;0.2;484.2;2155
598456.956;6755475.93;485;0.1;485.1;2155
598466.332;6755479.36;485;0.2;485.2;2155
598428.111;6755465.04;486;0.1;486.1;2154
598437.443;6755468.62;486;0.2;486.2;2154
598400.27;6755453.72;487;0.1;487.1;2154
598409.511;6755457.58;487;0.2;487.2;2154
598373.198;6755442.86;488;0.1;488.1;2157
598382.521;6755446.52;488;0.2;488.2;2157
598374.644;6755431.13;489;0.1;489.1;2165
598366.639;6755437.15;489;0.2;489.2;2165
598400.319;6755417.62;490;0.1;490.1;2160
598391.111;6755421.53;490;0.2;490.2;2165
598427.65;6755407.57;491;0.1;491.1;2160
598418.202;6755410.77;491;0.2;491.2;2160
598457.223;6755398.11;492;0.1;492.1;2165
598447.694;6755401.07;492;0.2;492.2;2160
598485.563;6755388.77;493;0.1;493.1;2166
598476.088;6755391.98;493;0.2;493.2;2165
598519.059;6755377.26;494;0.1;494.1;2166
598509.611;6755380.52;494;0.2;494.2;2166
598545.444;6755368.48;495;0.1;495.1;2168
598535.943;6755371.57;495;0.2;495.2;2168
598570.171;6755360.02;496;0.1;496.1;2172
598560.744;6755363.33;496;0.2;496.2;2172
598597.365;6755350.8;497;0.1;497.1;2176
598587.895;6755353.95;497;0.2;497.2;2176
598627.643;6755342.14;498;0.1;498.1;2178
598617.984;6755344.7;498;0.2;498.2;2178
598657.728;6755328.2;499;0.1;499.1;2180
598648.974;6755333.07;499;0.2;499.2;2180
598686.373;6755317.65;500;0.1;500.1;2188
598676.738;6755320.4;500;0.2;500.2;2180
598713.75;6755282.92;501;0.1;501.1;2188
598708.883;6755291.68;501;0.2;501.2;2188
598745.96;6755245.31;502;0.1;502.1;2194
598739.101;6755252.55;502;0.2;502.2;2194
598791.008;6755212.57;503;0.1;503.1;2202
598782.679;6755218.13;503;0.2;503.2;2202
598826.136;6755175.11;504;0.1;504.1;2207
598819.685;6755182.79;504;0.2;504.2;2207
598834.514;6755160.43;505;0.1;505.1;2207
598832.553;6755167.48;505;0.2;505.2;2207
598836.446;6755131.09;506;0.1;506.1;2209
598836.827;6755141.1;506;0.2;506.2;2209
598836.02;6755102.57;507;0.1;507.1;2214
598836.045;6755112.57;507;0.2;507.2;2214
598837.007;6755071.96;508;0.1;508.1;2217
598836.517;6755081.95;508;0.2;508.2;2214
598836.638;6755042.85;509;0.1;509.1;2217
598837.086;6755052.82;509;0.2;509.2;2217
598836.054;6755010.96;510;0.1;510.1;2217
598836.115;6755020.98;510;0.2;510.2;2217
598836.339;6754982.11;511;0.1;511.1;2218
598836.155;6754992.11;511;0.2;511.2;2218
598836.062;6754952.47;512;0.1;512.1;2227
598836.296;6754962.47;512;0.2;512.2;2218
598836.153;6754921.62;513;0.1;513.1;2227
598835.997;6754931.59;513;0.2;513.2;2227
598837.978;6754891.01;514;0.1;514.1;2233
598837.172;6754900.96;514;0.2;514.2;2233
598838.143;6754861.81;515;0.1;515.1;2238
598838.478;6754871.78;515;0.2;515.2;2238
598839.521;6754831.87;516;0.1;516.1;2244
598838.665;6754841.84;516;0.2;516.2;2238
598859.281;6754808.32;517;0.1;517.1;2244
598851.141;6754814.17;517;0.2;517.2;2244
598880.615;6754792.74;518;0.1;518.1;2252
598872.568;6754798.67;518;0.2;518.2;2248
599111.723;6754559.4;519;0.1;519.1;2281
599104.836;6754552.15;519;0.2;519.2;2281
599151.43;6754601.2;520;0.1;520.1;2283
599144.516;6754593.92;520;0.2;520.2;2288
599203.781;6754640.18;521;0.1;521.1;2281
599195.61;6754634.48;521;0.2;521.2;2284
599241.427;6754685.26;522;0.1;522.1;2280
599235.436;6754677.25;522;0.2;522.2;2281
599285.626;6754726.34;523;0.1;523.1;2278
599278.067;6754719.8;523;0.2;523.2;2280
599325.123;6754768.33;524;0.1;524.1;2277
599318.434;6754760.91;524;0.2;524.2;2274
599369.03;6754812.04;525;0.1;525.1;2280
599361.88;6754805.07;525;0.2;525.2;2280
599412.743;6754854.22;526;0.1;526.1;2275
599405.518;6754847.26;526;0.2;526.2;2275
599457.397;6754894.61;527;0.1;527.1;2282
599449.929;6754887.94;527;0.2;527.2;2282
599500.118;6754935.01;528;0.1;528.1;2283
599492.888;6754928.09;528;0.2;528.2;2283
604116.412;6763321.44;530;0.1;530.1;2248
604115.887;6763331.44;530;0.2;530.2;2248
604115.366;6763341.38;530;0.3;530.3;2248
604129.648;6763262.17;531;0.1;531.1;2253
604127.151;6763271.85;531;0.2;531.2;2253
604124.654;6763281.53;531;0.3;531.3;2252
604145.062;6763204.24;532;0.1;532.1;2256
604142.485;6763213.87;532;0.2;532.2;2256
604139.892;6763223.55;532;0.3;532.3;2256
604166.642;6763149.03;533;0.1;533.1;2265
604162.781;6763158.29;533;0.2;533.2;2265
604158.942;6763167.49;533;0.3;533.3;2260
604197.813;6763098.13;534;0.1;534.1;2271
604192.326;6763106.5;534;0.2;534.2;2271
604186.84;6763114.87;534;0.3;534.3;2271
604230.986;6763047.73;535;0.1;535.1;2274
604225.502;6763056.05;535;0.2;535.2;2274
604219.984;6763064.43;535;0.3;535.3;2274
604267.503;6763004.46;536;0.1;536.1;2281
604260.836;6763011.96;536;0.2;536.2;2281
604254.207;6763019.43;536;0.3;536.3;2281
604322.391;6762984.22;537;0.1;537.1;2285
604312.762;6762986.77;537;0.2;537.2;2286
604303.076;6762989.33;537;0.3;537.3;2286
604381.278;6762969.99;538;0.1;538.1;2286
604371.544;6762972.29;538;0.2;538.2;2286
604361.81;6762974.6;538;0.3;538.3;2286
604440.028;6762964.95;539;0.1;539.1;2285
604430.047;6762965.51;539;0.2;539.2;2287
604420.067;6762966.06;539;0.3;539.3;2287
604499.168;6762969.56;540;0.1;540.1;2280
604489.229;6762968.51;540;0.2;540.2;2280
604479.291;6762967.47;540;0.3;540.3;2285
604558.508;6762975.12;541;0.1;541.1;2277
604548.58;6762974.21;541;0.2;541.2;2277
604538.593;6762973.3;541;0.3;541.3;2277
604608.978;6763001.18;542;0.1;542.1;2278
604600.45;6762995.89;542;0.2;542.2;2279
604591.971;6762990.62;542;0.3;542.3;2278
604653.892;6763041.48;543;0.1;543.1;2284
604646.684;6763034.55;543;0.2;543.2;2281
604639.475;6763027.62;543;0.3;543.3;2278
604695.989;6763082.37;544;0.1;544.1;2285
604688.793;6763075.36;544;0.2;544.2;2287
604681.638;6763068.4;544;0.3;544.3;2287
604745.24;6763120.03;545;0.1;545.1;2282
604737.152;6763114.13;545;0.2;545.2;2286
604729.065;6763108.23;545;0.3;545.3;2286
604794.026;6763153.52;546;0.1;546.1;2285
604785.739;6763147.9;546;0.2;546.2;2285
604777.502;6763142.32;546;0.3;546.3;2285
604842.488;6763187.86;547;0.1;547.1;2282
604834.317;6763182.02;547;0.2;547.2;2282
604826.195;6763176.21;547;0.3;547.3;2282
604877.032;6763230.63;548;0.1;548.1;2281
604871.225;6763222.51;548;0.2;548.2;2281
604865.385;6763214.34;548;0.3;548.3;2281
604890.446;6763288.23;549;0.1;549.1;2277
604888.921;6763278.31;549;0.2;549.2;2277
604887.405;6763268.45;549;0.3;549.3;2277
604898.843;6763346.72;550;0.1;550.1;2274
604897.442;6763336.82;550;0.2;550.2;2274
604896.041;6763326.92;550;0.3;550.3;2274
604895.774;6763403.56;551;0.1;551.1;2266
604896.723;6763393.59;551;0.2;551.2;2269
604897.667;6763383.68;551;0.3;551.3;2269
604866.91;6763455.35;552;0.1;552.1;2271
604872.44;6763447.07;552;0.2;552.2;2271
604878.002;6763438.73;552;0.3;552.3;2272
604835.071;6763505.04;553;0.1;553.1;2269
604840.453;6763496.57;553;0.2;553.2;2267
604845.803;6763488.15;553;0.3;553.3;2267
604801.503;6763555;554;0.1;554.1;2264
604807.126;6763546.72;554;0.2;554.2;2264
604812.75;6763538.44;554;0.3;554.3;2264
604765.27;6763604.25;555;0.1;555.1;2262
604771.275;6763596.21;555;0.2;555.2;2262
604777.243;6763588.22;555;0.3;555.3;2262
604729.898;6763651.97;556;0.1;556.1;2260
604735.842;6763643.94;556;0.2;556.2;2260
604741.787;6763635.91;556;0.3;556.3;2261
604694.052;6763700.48;557;0.1;557.1;2259
604699.975;6763692.46;557;0.2;557.2;2259
604705.933;6763684.4;557;0.3;557.3;2259
604656.622;6763727.23;558;0.1;558.1;2256
604665.242;6763722.11;558;0.2;558.2;2256
604673.821;6763717.01;558;0.3;558.3;2258
604598.685;6763735.78;559;0.1;559.1;2254
604608.663;6763735.08;559;0.2;559.2;2255
604618.642;6763734.38;559;0.3;559.3;2255
604538.807;6763740.4;560;0.1;560.1;2254
604548.811;6763739.61;560;0.2;560.2;2254
604558.755;6763738.83;560;0.3;560.3;2254
604478.368;6763745.08;561;0.1;561.1;2250
604488.298;6763744.31;561;0.2;561.2;2252
604498.288;6763743.54;561;0.3;561.3;2252
604420.706;6763737.71;562;0.1;562.1;2248
604430.551;6763739.39;562;0.2;562.2;2248
604440.454;6763741.08;562;0.3;562.3;2250
604364.632;6763719.19;563;0.1;563.1;2248
604373.989;6763722.6;563;0.2;563.2;2247
604383.402;6763726.03;563;0.3;563.3;2247
604309.05;6763698.09;564;0.1;564.1;2240
604318.384;6763701.66;564;0.2;564.2;2240
604327.718;6763705.24;564;0.3;564.3;2245
604257.849;6763668.56;565;0.1;565.1;2228
604266.324;6763673.82;565;0.2;565.2;2228
604274.848;6763679.1;565;0.3;565.3;2228
604223.029;6763621.68;566;0.1;566.1;2231
604228.351;6763630.1;566;0.2;566.2;2231
604233.705;6763638.57;566;0.3;566.3;2231
604189.559;6763571.67;567;0.1;567.1;2241
604195.162;6763579.95;567;0.2;567.2;2241
604200.764;6763588.22;567;0.3;567.3;2235
604154.808;6763521.97;568;0.1;568.1;2246
604160.54;6763530.11;568;0.2;568.2;2245
604166.307;6763538.31;568;0.3;568.3;2245
604137.649;6763466.94;569;0.1;569.1;2248
604140.004;6763476.62;569;0.2;569.2;2248
604142.374;6763486.36;569;0.3;569.3;2247
604122.562;6763407.4;570;0.1;570.1;2250
604125.026;6763417.05;570;0.2;570.2;2250
604127.506;6763426.76;570;0.3;570.3;2250
604151.838;6763398.69;571;0.1;571.1;2251
604141.908;6763399.81;571;0.2;571.2;2251
604131.938;6763400.93;571;0.3;571.3;2250
604208.444;6763392.33;572;0.1;572.1;2254
604198.474;6763393.45;572;0.2;572.2;2252
604188.561;6763394.56;572;0.3;572.3;2252
604268.189;6763385.06;573;0.1;573.1;2256
604258.259;6763386.29;573;0.2;573.2;2256
604248.328;6763387.52;573;0.3;573.3;2256
604327.038;6763378.24;574;0.1;574.1;2250
604317.136;6763379.37;574;0.2;574.2;2255
604307.176;6763380.51;574;0.3;574.3;2255
604387.245;6763371.14;575;0.1;575.1;2250
604377.304;6763372.32;575;0.2;575.2;2250
604367.423;6763373.49;575;0.3;575.3;2250
604447.14;6763364.18;576;0.1;576.1;2258
604437.245;6763365.33;576;0.2;576.2;2255
604427.29;6763366.48;576;0.3;576.3;2255
604506.221;6763356.88;577;0.1;577.1;2258
604496.289;6763358.12;577;0.2;577.2;2258
604486.358;6763359.37;577;0.3;577.3;2258
604567.028;6763349.3;578;0.1;578.1;2261
604557.109;6763350.54;578;0.2;578.2;2260
604547.189;6763351.77;578;0.3;578.3;2260
604626.013;6763342.56;579;0.1;579.1;2263
604616.035;6763343.68;579;0.2;579.2;2263
604606.116;6763344.8;579;0.3;579.3;2263
604685.062;6763335.21;580;0.1;580.1;2271
604675.13;6763336.47;580;0.2;580.2;2268
604665.256;6763337.73;580;0.3;580.3;2268
604744.46;6763327.52;581;0.1;581.1;2274
604734.531;6763328.81;581;0.2;581.2;2274
604724.661;6763330.09;581;0.3;581.3;2274
604803.167;6763320.82;582;0.1;582.1;2280
604793.235;6763321.92;582;0.2;582.2;2276
604783.303;6763323.02;582;0.3;582.3;2276
604863.772;6763313.76;583;0.1;583.1;2281
604853.88;6763314.92;583;0.2;583.2;2281
604843.927;6763316.09;583;0.3;583.3;2281
604922.851;6763306.45;584;0.1;584.1;2275
604912.919;6763307.69;584;0.2;584.2;2277
604902.988;6763308.93;584;0.3;584.3;2277
604982.902;6763299.06;585;0.1;585.1;2276
604972.986;6763300.28;585;0.2;585.2;2276
604963.01;6763301.5;585;0.3;585.3;2276
605042.259;6763292.26;586;0.1;586.1;2281
605032.335;6763293.38;586;0.2;586.2;2278
605022.352;6763294.51;586;0.3;586.3;2278
605101.56;6763284.71;587;0.1;587.1;2282
605091.649;6763286;587;0.2;587.2;2282
605081.738;6763287.29;587;0.3;587.3;2282
605118.782;6763238.74;588;0.1;588.1;2290
605117.173;6763248.57;588;0.2;588.2;2286
605115.555;6763258.46;588;0.3;588.3;2286
605081.105;6763195.88;589;0.1;589.1;2293
605088.767;6763202.31;589;0.2;589.2;2290
605096.428;6763208.74;589;0.3;589.3;2290
605037.36;6763154.97;590;0.1;590.1;2296
605044.56;6763161.85;590;0.2;590.2;2292
605051.802;6763168.77;590;0.3;590.3;2292
604994.496;6763113.11;591;0.1;591.1;2295
605001.646;6763120.13;591;0.2;591.2;2296
605008.753;6763127.1;591;0.3;591.3;2296
604950.742;6763070.93;592;0.1;592.1;2297
604957.975;6763077.88;592;0.2;592.2;2297
604965.164;6763084.79;592;0.3;592.3;2295
604907.238;6763029.72;593;0.1;593.1;2306
604914.483;6763036.56;593;0.2;593.2;2306
604921.772;6763043.44;593;0.3;593.3;2297
604864.77;6762988.13;594;0.1;594.1;2315
604871.882;6762995.15;594;0.2;594.2;2315
604879.036;6763002.2;594;0.3;594.3;2309
604821.27;6762946.08;595;0.1;595.1;2315
604828.469;6762953.01;595;0.2;595.2;2315
604835.668;6762959.95;595;0.3;595.3;2315
604777.758;6762904.71;596;0.1;596.1;2312
604785.038;6762911.62;596;0.2;596.2;2312
604792.274;6762918.48;596;0.3;596.3;2312
604734.355;6762862.95;597;0.1;597.1;2304
604741.519;6762869.87;597;0.2;597.2;2304
604748.726;6762876.82;597;0.3;597.3;2304
604692.012;6762821.22;598;0.1;598.1;2297
604699.115;6762828.25;598;0.2;598.2;2297
604706.218;6762835.28;598;0.3;598.3;2297
604648.367;6762779.75;599;0.1;599.1;2299
604655.649;6762786.61;599;0.2;599.2;2299
604662.931;6762793.48;599;0.3;599.3;2299
604606.002;6762737.82;600;0.1;600.1;2306
604613.053;6762744.87;600;0.2;600.2;2306
604620.145;6762751.96;600;0.3;600.3;2306
604562.517;6762695.71;601;0.1;601.1;2314
604569.717;6762702.64;601;0.2;601.2;2314
604576.917;6762709.57;601;0.3;601.3;2314
604519.928;6762654.76;602;0.1;602.1;2309
604527.133;6762661.69;602;0.2;602.2;2314
604534.339;6762668.61;602;0.3;602.3;2314
604490.268;6762661.29;603;0.1;603.1;2309
604498.84;6762656.15;603;0.2;603.2;2309
604507.442;6762651;603;0.3;603.3;2309
604479.792;6762712.77;604;0.1;604.1;2300
604480.202;6762702.79;604;0.2;604.2;2307
604480.614;6762692.76;604;0.3;604.3;2307
604480.076;6762770.6;605;0.1;605.1;2300
604479.931;6762760.64;605;0.2;605.2;2296
604479.786;6762750.61;605;0.3;605.3;2299
604481.857;6762833.08;606;0.1;606.1;2294
604481.545;6762823.08;606;0.2;606.2;2294
604481.233;6762813.07;606;0.3;606.3;2294
604482.947;6762893.29;607;0.1;607.1;2289
604482.792;6762883.28;607;0.2;607.2;2289
604482.637;6762873.28;607;0.3;607.3;2290
604485.601;6762953.27;608;0.1;608.1;2285
604485.1;6762943.25;608;0.2;608.2;2285
604484.602;6762933.29;608;0.3;608.3;2285
604485.702;6763013.4;609;0.1;609.1;2271
604485.781;6763003.41;609;0.2;609.2;2271
604485.86;6762993.41;609;0.3;609.3;2280
604487.452;6763072.87;610;0.1;610.1;2259
604487.082;6763062.87;610;0.2;610.2;2259
604486.712;6763052.87;610;0.3;610.3;2259
604488.816;6763133.42;611;0.1;611.1;2267
604488.619;6763123.42;611;0.2;611.2;2267
604488.422;6763113.42;611;0.3;611.3;2258
604490.259;6763192.78;612;0.1;612.1;2270
604490.006;6763182.74;612;0.2;612.2;2270
604489.754;6763172.76;612;0.3;612.3;2270
604492.515;6763252.56;613;0.1;613.1;2262
604492.113;6763242.56;613;0.2;613.2;2262
604491.711;6763232.56;613;0.3;613.3;2266
604493.639;6763313.1;614;0.1;614.1;2259
604493.496;6763303.1;614;0.2;614.2;2259
604493.353;6763293.1;614;0.3;614.3;2259
604495.841;6763374.95;615;0.1;615.1;2259
604495.443;6763364.93;615;0.2;615.2;2259
604495.047;6763354.97;615;0.3;615.3;2258
604496.037;6763432.64;616;0.1;616.1;2260
604496.079;6763422.64;616;0.2;616.2;2260
604496.121;6763412.65;616;0.3;616.3;2260
604496.534;6763493.42;617;0.1;617.1;2259
604496.427;6763483.38;617;0.2;617.2;2259
604496.321;6763473.41;617;0.3;617.3;2260
604498.473;6763552.52;618;0.1;618.1;2259
604498.1;6763542.52;618;0.2;618.2;2259
604497.729;6763532.57;618;0.3;618.3;2259
604499.837;6763613.17;619;0.1;619.1;2256
604499.643;6763603.21;619;0.2;619.2;2256
604499.447;6763593.19;619;0.3;619.3;2258
604500.979;6763673.83;620;0.1;620.1;2255
604500.793;6763663.88;620;0.2;620.2;2255
604500.606;6763653.86;620;0.3;620.3;2255
604501.91;6763733.53;621;0.1;621.1;2252
604501.76;6763723.5;621;0.2;621.2;2252
604501.61;6763713.53;621;0.3;621.3;2253
604503.61;6763793.3;622;0.1;622.1;2253
604503.299;6763783.3;622;0.2;622.2;2253
604502.987;6763773.31;622;0.3;622.3;2253
604504.749;6763853.07;623;0.1;623.1;2248
604504.583;6763843.08;623;0.2;623.2;2248
604504.417;6763833.08;623;0.3;623.3;2251
604505.915;6763913.51;624;0.1;624.1;2244
604505.716;6763903.47;624;0.2;624.2;2244
604505.519;6763893.49;624;0.3;624.3;2244
604508.868;6763974.01;625;0.1;625.1;2236
604508.323;6763964.02;625;0.2;625.2;2236
604507.778;6763954.02;625;0.3;625.3;2238
604508.458;6764031.47;626;0.1;626.1;2237
604508.66;6764021.46;626;0.2;626.2;2237
604508.86;6764011.5;626;0.3;626.3;2237
604509.472;6764060.84;627;0.1;627.1;2236
604508.847;6764050.88;627;0.2;627.2;2236
604508.257;6764041.48;627;0.3;627.3;2236
604497.981;6764090.65;628;0.1;628.1;2231
604503.189;6764082.13;628;0.2;628.2;2231
604508.415;6764073.59;628;0.3;628.3;2236
604455.068;6764062.38;629;0.1;629.1;2231
604462.246;6764069.39;629;0.2;629.2;2231
604469.38;6764076.36;629;0.3;629.3;2231
604409.412;6764022.64;630;0.1;630.1;2231
604417.033;6764029.12;630;0.2;630.2;2231
604424.655;6764035.61;630;0.3;630.3;2231
604363.769;6763983.25;631;0.1;631.1;2235
604371.301;6763989.77;631;0.2;631.2;2235
604378.878;6763996.33;631;0.3;631.3;2235
604318.423;6763944.53;632;0.1;632.1;2239
604326.013;6763950.99;632;0.2;632.2;2238
604333.649;6763957.5;632;0.3;632.3;2238
604272.724;6763904.9;633;0.1;633.1;2240
604280.3;6763911.5;633;0.2;633.2;2241
604287.831;6763918.05;633;0.3;633.3;2241
604227.105;6763866.13;634;0.1;634.1;2236
604234.75;6763872.6;634;0.2;634.2;2236
604242.35;6763879.03;634;0.3;634.3;2240
604181.883;6763827;635;0.1;635.1;2229
604189.426;6763833.56;635;0.2;635.2;2229
604196.968;6763840.12;635;0.3;635.3;2228
604136.221;6763787.63;636;0.1;636.1;2223
604143.772;6763794.13;636;0.2;636.2;2223
604151.368;6763800.67;636;0.3;636.3;2220
604090.571;6763749.16;637;0.1;637.1;2227
604098.255;6763755.61;637;0.2;637.2;2227
604105.893;6763762.02;637;0.3;637.3;2221
604045.845;6763710.24;638;0.1;638.1;2231
604053.387;6763716.85;638;0.2;638.2;2231
604060.885;6763723.42;638;0.3;638.3;2227
604000.222;6763670.95;639;0.1;639.1;2231
604007.82;6763677.47;639;0.2;639.2;2231
604015.371;6763683.95;639;0.3;639.3;2228
603953.914;6763631.53;640;0.1;640.1;2224
603961.564;6763638.03;640;0.2;640.2;2228
603969.167;6763644.49;640;0.3;640.3;2227
603908.273;6763592.45;641;0.1;641.1;2221
603915.853;6763598.95;641;0.2;641.2;2221
603923.479;6763605.49;641;0.3;641.3;2224
603864.042;6763553.7;642;0.1;642.1;2222
603871.558;6763560.32;642;0.2;642.2;2218
603879.03;6763566.89;642;0.3;642.3;2218
603818.258;6763514.66;643;0.1;643.1;2221
603825.884;6763521.12;643;0.2;643.2;2219
603833.51;6763527.58;643;0.3;643.3;2219
603773.148;6763475.03;644;0.1;644.1;2222
603780.663;6763481.68;644;0.2;644.2;2218
603788.132;6763488.29;644;0.3;644.3;2218
